año,mes,tipo_acomodacion,provincia,pais_residencia,total_pernoctaciones,total_viajeros
2017,Septiembre,apartamentos,Valencia/Valéncia,Portugal,,1.664
2017,Octubre,apartamentos,Valencia/Valéncia,Portugal,,196.0
2017,Noviembre,apartamentos,Valencia/Valéncia,Portugal,,564.0
2017,Diciembre,apartamentos,Valencia/Valéncia,Portugal,,311.0
2017,Enero,apartamentos,Valencia/Valéncia,Reino Unido,,3.196
2017,Febrero,apartamentos,Valencia/Valéncia,Reino Unido,,4.265
2017,Marzo,apartamentos,Valencia/Valéncia,Reino Unido,,4.42
2017,Abril,apartamentos,Valencia/Valéncia,Reino Unido,,7.228
2017,Mayo,apartamentos,Valencia/Valéncia,Reino Unido,,8.908
2017,Junio,apartamentos,Valencia/Valéncia,Reino Unido,,9.078
2017,Julio,apartamentos,Valencia/Valéncia,Reino Unido,,10.638
2017,Agosto,apartamentos,Valencia/Valéncia,Reino Unido,,13.934
2017,Septiembre,apartamentos,Valencia/Valéncia,Reino Unido,,10.04
2017,Octubre,apartamentos,Valencia/Valéncia,Reino Unido,,7.716
2017,Noviembre,apartamentos,Valencia/Valéncia,Reino Unido,,6.08
2017,Diciembre,apartamentos,Valencia/Valéncia,Reino Unido,,3.028
2017,Enero,apartamentos,Valencia/Valéncia,Republica Checa,,132.0
2017,Febrero,apartamentos,Valencia/Valéncia,Republica Checa,,132.0
2017,Marzo,apartamentos,Valencia/Valéncia,Republica Checa,,125.0
2017,Abril,apartamentos,Valencia/Valéncia,Republica Checa,,137.0
2017,Mayo,apartamentos,Valencia/Valéncia,Republica Checa,,140.0
2017,Junio,apartamentos,Valencia/Valéncia,Republica Checa,,192.0
2017,Julio,apartamentos,Valencia/Valéncia,Republica Checa,,752.0
2017,Agosto,apartamentos,Valencia/Valéncia,Republica Checa,,123.0
2017,Septiembre,apartamentos,Valencia/Valéncia,Republica Checa,,444.0
2017,Octubre,apartamentos,Valencia/Valéncia,Republica Checa,,1.877
2017,Noviembre,apartamentos,Valencia/Valéncia,Republica Checa,,
2017,Diciembre,apartamentos,Valencia/Valéncia,Republica Checa,,
2017,Enero,apartamentos,Valencia/Valéncia,Suecia,,251.0
2017,Febrero,apartamentos,Valencia/Valéncia,Suecia,,740.0
2017,Marzo,apartamentos,Valencia/Valéncia,Suecia,,933.0
2017,Abril,apartamentos,Valencia/Valéncia,Suecia,,844.0
2017,Mayo,apartamentos,Valencia/Valéncia,Suecia,,727.0
2017,Junio,apartamentos,Valencia/Valéncia,Suecia,,328.0
2017,Julio,apartamentos,Valencia/Valéncia,Suecia,,3.011
2017,Agosto,apartamentos,Valencia/Valéncia,Suecia,,1.281
2017,Septiembre,apartamentos,Valencia/Valéncia,Suecia,,959.0
2017,Octubre,apartamentos,Valencia/Valéncia,Suecia,,746.0
2017,Noviembre,apartamentos,Valencia/Valéncia,Suecia,,391.0
2017,Diciembre,apartamentos,Valencia/Valéncia,Suecia,,42.0
2017,Enero,apartamentos,Valencia/Valéncia,Resto de la UE,,1.073
2017,Febrero,apartamentos,Valencia/Valéncia,Resto de la UE,,3.284
2017,Marzo,apartamentos,Valencia/Valéncia,Resto de la UE,,4.029
2017,Abril,apartamentos,Valencia/Valéncia,Resto de la UE,,1.175
2017,Mayo,apartamentos,Valencia/Valéncia,Resto de la UE,,2.296
2017,Junio,apartamentos,Valencia/Valéncia,Resto de la UE,,2.28
2017,Julio,apartamentos,Valencia/Valéncia,Resto de la UE,,1.872
2017,Agosto,apartamentos,Valencia/Valéncia,Resto de la UE,,1.956
2017,Septiembre,apartamentos,Valencia/Valéncia,Resto de la UE,,5.151
2017,Octubre,apartamentos,Valencia/Valéncia,Resto de la UE,,1.894
2017,Noviembre,apartamentos,Valencia/Valéncia,Resto de la UE,,3.313
2017,Diciembre,apartamentos,Valencia/Valéncia,Resto de la UE,,963.0
2017,Enero,apartamentos,Valencia/Valéncia,Noruega,,225.0
2017,Febrero,apartamentos,Valencia/Valéncia,Noruega,,622.0
2017,Marzo,apartamentos,Valencia/Valéncia,Noruega,,1.695
2017,Abril,apartamentos,Valencia/Valéncia,Noruega,,537.0
2017,Mayo,apartamentos,Valencia/Valéncia,Noruega,,679.0
2017,Junio,apartamentos,Valencia/Valéncia,Noruega,,926.0
2017,Julio,apartamentos,Valencia/Valéncia,Noruega,,2.058
2017,Agosto,apartamentos,Valencia/Valéncia,Noruega,,60.0
2017,Septiembre,apartamentos,Valencia/Valéncia,Noruega,,
2017,Octubre,apartamentos,Valencia/Valéncia,Noruega,,1.851
2017,Noviembre,apartamentos,Valencia/Valéncia,Noruega,,506.0
2017,Diciembre,apartamentos,Valencia/Valéncia,Noruega,,
2017,Enero,apartamentos,Valencia/Valéncia,Rusia,,1.199
2017,Febrero,apartamentos,Valencia/Valéncia,Rusia,,2.65
2017,Marzo,apartamentos,Valencia/Valéncia,Rusia,,2.469
2017,Abril,apartamentos,Valencia/Valéncia,Rusia,,2.512
2017,Mayo,apartamentos,Valencia/Valéncia,Rusia,,4.88
2017,Junio,apartamentos,Valencia/Valéncia,Rusia,,9.862
2017,Julio,apartamentos,Valencia/Valéncia,Rusia,,9.891
2017,Agosto,apartamentos,Valencia/Valéncia,Rusia,,4.737
2017,Septiembre,apartamentos,Valencia/Valéncia,Rusia,,6.023
2017,Octubre,apartamentos,Valencia/Valéncia,Rusia,,3.183
2017,Noviembre,apartamentos,Valencia/Valéncia,Rusia,,2.162
2017,Diciembre,apartamentos,Valencia/Valéncia,Rusia,,852.0
2017,Enero,apartamentos,Valencia/Valéncia,Suiza,,713.0
2017,Febrero,apartamentos,Valencia/Valéncia,Suiza,,1.054
2017,Marzo,apartamentos,Valencia/Valéncia,Suiza,,737.0
2017,Abril,apartamentos,Valencia/Valéncia,Suiza,,911.0
2017,Mayo,apartamentos,Valencia/Valéncia,Suiza,,1.389
2017,Junio,apartamentos,Valencia/Valéncia,Suiza,,930.0
2017,Julio,apartamentos,Valencia/Valéncia,Suiza,,2.036
2017,Agosto,apartamentos,Valencia/Valéncia,Suiza,,879.0
2017,Septiembre,apartamentos,Valencia/Valéncia,Suiza,,1.808
2017,Octubre,apartamentos,Valencia/Valéncia,Suiza,,1.578
2017,Noviembre,apartamentos,Valencia/Valéncia,Suiza,,1.127
2017,Diciembre,apartamentos,Valencia/Valéncia,Suiza,,500.0
2017,Enero,apartamentos,Valencia/Valéncia,Resto de Europa,,947.0
2017,Febrero,apartamentos,Valencia/Valéncia,Resto de Europa,,1.537
2017,Marzo,apartamentos,Valencia/Valéncia,Resto de Europa,,2.111
2017,Abril,apartamentos,Valencia/Valéncia,Resto de Europa,,2.715
2017,Mayo,apartamentos,Valencia/Valéncia,Resto de Europa,,4.354
2017,Junio,apartamentos,Valencia/Valéncia,Resto de Europa,,1.775
2017,Julio,apartamentos,Valencia/Valéncia,Resto de Europa,,2.981
2017,Agosto,apartamentos,Valencia/Valéncia,Resto de Europa,,3.399
2017,Septiembre,apartamentos,Valencia/Valéncia,Resto de Europa,,960.0
2017,Octubre,apartamentos,Valencia/Valéncia,Resto de Europa,,554.0
2017,Noviembre,apartamentos,Valencia/Valéncia,Resto de Europa,,1.489
2017,Diciembre,apartamentos,Valencia/Valéncia,Resto de Europa,,778.0
2017,Enero,apartamentos,Valencia/Valéncia,Estados Unidos,,542.0
2017,Febrero,apartamentos,Valencia/Valéncia,Estados Unidos,,1.564
2017,Marzo,apartamentos,Valencia/Valéncia,Estados Unidos,,2.005
2017,Abril,apartamentos,Valencia/Valéncia,Estados Unidos,,2.613
2017,Mayo,apartamentos,Valencia/Valéncia,Estados Unidos,,2.891
2017,Junio,apartamentos,Valencia/Valéncia,Estados Unidos,,3.392
2017,Julio,apartamentos,Valencia/Valéncia,Estados Unidos,,3.025
2017,Agosto,apartamentos,Valencia/Valéncia,Estados Unidos,,1.095
2017,Septiembre,apartamentos,Valencia/Valéncia,Estados Unidos,,1.224
2017,Octubre,apartamentos,Valencia/Valéncia,Estados Unidos,,1.746
2017,Noviembre,apartamentos,Valencia/Valéncia,Estados Unidos,,1.301
2017,Diciembre,apartamentos,Valencia/Valéncia,Estados Unidos,,1.298
2017,Enero,apartamentos,Valencia/Valéncia,Resto de América,,2.328
2017,Febrero,apartamentos,Valencia/Valéncia,Resto de América,,2.536
2017,Marzo,apartamentos,Valencia/Valéncia,Resto de América,,1.697
2017,Abril,apartamentos,Valencia/Valéncia,Resto de América,,1.683
2017,Mayo,apartamentos,Valencia/Valéncia,Resto de América,,1.649
2017,Junio,apartamentos,Valencia/Valéncia,Resto de América,,2.61
2017,Julio,apartamentos,Valencia/Valéncia,Resto de América,,3.02
2017,Agosto,apartamentos,Valencia/Valéncia,Resto de América,,1.268
2017,Septiembre,apartamentos,Valencia/Valéncia,Resto de América,,1.927
2017,Octubre,apartamentos,Valencia/Valéncia,Resto de América,,2.193
2017,Noviembre,apartamentos,Valencia/Valéncia,Resto de América,,2.034
2017,Diciembre,apartamentos,Valencia/Valéncia,Resto de América,,1.794
2017,Enero,apartamentos,Valencia/Valéncia,Países Africanos,,755.0
2017,Febrero,apartamentos,Valencia/Valéncia,Países Africanos,,1.146
2017,Marzo,apartamentos,Valencia/Valéncia,Países Africanos,,706.0
2017,Abril,apartamentos,Valencia/Valéncia,Países Africanos,,142.0
2017,Mayo,apartamentos,Valencia/Valéncia,Países Africanos,,164.0
2017,Junio,apartamentos,Valencia/Valéncia,Países Africanos,,158.0
2017,Julio,apartamentos,Valencia/Valéncia,Países Africanos,,558.0
2017,Agosto,apartamentos,Valencia/Valéncia,Países Africanos,,1.295
2017,Septiembre,apartamentos,Valencia/Valéncia,Países Africanos,,421.0
2017,Octubre,apartamentos,Valencia/Valéncia,Países Africanos,,378.0
2017,Noviembre,apartamentos,Valencia/Valéncia,Países Africanos,,503.0
2017,Diciembre,apartamentos,Valencia/Valéncia,Países Africanos,,446.0
2017,Enero,apartamentos,Valencia/Valéncia,Resto del mundo,,2.237
2017,Febrero,apartamentos,Valencia/Valéncia,Resto del mundo,,2.554
2017,Marzo,apartamentos,Valencia/Valéncia,Resto del mundo,,2.012
2017,Abril,apartamentos,Valencia/Valéncia,Resto del mundo,,1.706
2017,Mayo,apartamentos,Valencia/Valéncia,Resto del mundo,,1.58
2017,Junio,apartamentos,Valencia/Valéncia,Resto del mundo,,4.656
2017,Julio,apartamentos,Valencia/Valéncia,Resto del mundo,,4.177
2017,Agosto,apartamentos,Valencia/Valéncia,Resto del mundo,,2.609
2017,Septiembre,apartamentos,Valencia/Valéncia,Resto del mundo,,1.714
2017,Octubre,apartamentos,Valencia/Valéncia,Resto del mundo,,1.378
2017,Noviembre,apartamentos,Valencia/Valéncia,Resto del mundo,,1.042
2017,Diciembre,apartamentos,Valencia/Valéncia,Resto del mundo,,1.225
2018,Enero,apartamentos,"07 Balears, Illes",Residentes en España,,4.346
2018,Febrero,apartamentos,"07 Balears, Illes",Residentes en España,,5.274
2018,Marzo,apartamentos,"07 Balears, Illes",Residentes en España,,11.65
2018,Abril,apartamentos,"07 Balears, Illes",Residentes en España,,17.719
2018,Mayo,apartamentos,"07 Balears, Illes",Residentes en España,,94.323
2018,Junio,apartamentos,"07 Balears, Illes",Residentes en España,,181.15
2018,Julio,apartamentos,"07 Balears, Illes",Residentes en España,,226.657
2018,Agosto,apartamentos,"07 Balears, Illes",Residentes en España,,235.826
2018,Septiembre,apartamentos,"07 Balears, Illes",Residentes en España,,162.134
2018,Octubre,apartamentos,"07 Balears, Illes",Residentes en España,,57.891
2018,Noviembre,apartamentos,"07 Balears, Illes",Residentes en España,,6.05
2018,Diciembre,apartamentos,"07 Balears, Illes",Residentes en España,,6.709
2018,Enero,apartamentos,"07 Balears, Illes",Alemania,,7.751
2018,Febrero,apartamentos,"07 Balears, Illes",Alemania,,17.106
2018,Marzo,apartamentos,"07 Balears, Illes",Alemania,,26.952
2018,Abril,apartamentos,"07 Balears, Illes",Alemania,,78.892
2018,Mayo,apartamentos,"07 Balears, Illes",Alemania,,212.88
2018,Junio,apartamentos,"07 Balears, Illes",Alemania,,233.024
2018,Julio,apartamentos,"07 Balears, Illes",Alemania,,298.321
2018,Agosto,apartamentos,"07 Balears, Illes",Alemania,,269.1
2018,Septiembre,apartamentos,"07 Balears, Illes",Alemania,,254.804
2018,Octubre,apartamentos,"07 Balears, Illes",Alemania,,193.808
2018,Noviembre,apartamentos,"07 Balears, Illes",Alemania,,15.56
2018,Diciembre,apartamentos,"07 Balears, Illes",Alemania,,10.427
2018,Enero,apartamentos,"07 Balears, Illes",Austria,,402.0
2018,Febrero,apartamentos,"07 Balears, Illes",Austria,,398.0
2018,Marzo,apartamentos,"07 Balears, Illes",Austria,,1.005
2018,Abril,apartamentos,"07 Balears, Illes",Austria,,1.173
2018,Mayo,apartamentos,"07 Balears, Illes",Austria,,4.704
2018,Junio,apartamentos,"07 Balears, Illes",Austria,,7.286
2018,Julio,apartamentos,"07 Balears, Illes",Austria,,9.26
2018,Agosto,apartamentos,"07 Balears, Illes",Austria,,10.495
2018,Septiembre,apartamentos,"07 Balears, Illes",Austria,,10.978
2018,Octubre,apartamentos,"07 Balears, Illes",Austria,,2.371
2018,Noviembre,apartamentos,"07 Balears, Illes",Austria,,462.0
2018,Diciembre,apartamentos,"07 Balears, Illes",Austria,,448.0
2018,Enero,apartamentos,"07 Balears, Illes",Bélgica,,44.0
2018,Febrero,apartamentos,"07 Balears, Illes",Bélgica,,92.0
2018,Marzo,apartamentos,"07 Balears, Illes",Bélgica,,203.0
2018,Abril,apartamentos,"07 Balears, Illes",Bélgica,,2.266
2018,Mayo,apartamentos,"07 Balears, Illes",Bélgica,,6.079
2018,Junio,apartamentos,"07 Balears, Illes",Bélgica,,9.567
2018,Julio,apartamentos,"07 Balears, Illes",Bélgica,,15.267
2018,Agosto,apartamentos,"07 Balears, Illes",Bélgica,,11.065
2018,Septiembre,apartamentos,"07 Balears, Illes",Bélgica,,8.765
2018,Octubre,apartamentos,"07 Balears, Illes",Bélgica,,2.937
2018,Noviembre,apartamentos,"07 Balears, Illes",Bélgica,,104.0
2018,Diciembre,apartamentos,"07 Balears, Illes",Bélgica,,234.0
2018,Enero,apartamentos,"07 Balears, Illes",Dinamarca,,108.0
2018,Febrero,apartamentos,"07 Balears, Illes",Dinamarca,,154.0
2018,Marzo,apartamentos,"07 Balears, Illes",Dinamarca,,1.014
2018,Abril,apartamentos,"07 Balears, Illes",Dinamarca,,7.838
2018,Mayo,apartamentos,"07 Balears, Illes",Dinamarca,,27.22
2018,Junio,apartamentos,"07 Balears, Illes",Dinamarca,,30.209
2018,Julio,apartamentos,"07 Balears, Illes",Dinamarca,,62.563
2018,Agosto,apartamentos,"07 Balears, Illes",Dinamarca,,35.414
2018,Septiembre,apartamentos,"07 Balears, Illes",Dinamarca,,29.121
2018,Octubre,apartamentos,"07 Balears, Illes",Dinamarca,,15.956
2018,Noviembre,apartamentos,"07 Balears, Illes",Dinamarca,,349.0
2018,Diciembre,apartamentos,"07 Balears, Illes",Dinamarca,,276.0
2018,Enero,apartamentos,"07 Balears, Illes",Finlandia,,785.0
2018,Febrero,apartamentos,"07 Balears, Illes",Finlandia,,856.0
2018,Marzo,apartamentos,"07 Balears, Illes",Finlandia,,1.431
2018,Abril,apartamentos,"07 Balears, Illes",Finlandia,,3.054
2018,Mayo,apartamentos,"07 Balears, Illes",Finlandia,,6.121
2018,Junio,apartamentos,"07 Balears, Illes",Finlandia,,9.959
2018,Julio,apartamentos,"07 Balears, Illes",Finlandia,,10.125
2018,Agosto,apartamentos,"07 Balears, Illes",Finlandia,,6.129
2018,Septiembre,apartamentos,"07 Balears, Illes",Finlandia,,8.473
2018,Octubre,apartamentos,"07 Balears, Illes",Finlandia,,5.26
2018,Noviembre,apartamentos,"07 Balears, Illes",Finlandia,,618.0
2018,Diciembre,apartamentos,"07 Balears, Illes",Finlandia,,397.0
2018,Enero,apartamentos,"07 Balears, Illes",Francia,,416.0
2018,Febrero,apartamentos,"07 Balears, Illes",Francia,,628.0
2018,Marzo,apartamentos,"07 Balears, Illes",Francia,,1.376
2018,Abril,apartamentos,"07 Balears, Illes",Francia,,6.864
2018,Mayo,apartamentos,"07 Balears, Illes",Francia,,43.754
2018,Junio,apartamentos,"07 Balears, Illes",Francia,,57.098
2018,Julio,apartamentos,"07 Balears, Illes",Francia,,85.035
2018,Agosto,apartamentos,"07 Balears, Illes",Francia,,101.554
2018,Septiembre,apartamentos,"07 Balears, Illes",Francia,,58.86
2018,Octubre,apartamentos,"07 Balears, Illes",Francia,,19.731
2018,Noviembre,apartamentos,"07 Balears, Illes",Francia,,566.0
2018,Diciembre,apartamentos,"07 Balears, Illes",Francia,,560.0
2018,Enero,apartamentos,"07 Balears, Illes",Grecia,,
2018,Febrero,apartamentos,"07 Balears, Illes",Grecia,,48.0
2018,Marzo,apartamentos,"07 Balears, Illes",Grecia,,32.0
2018,Abril,apartamentos,"07 Balears, Illes",Grecia,,
2018,Mayo,apartamentos,"07 Balears, Illes",Grecia,,466.0
2018,Junio,apartamentos,"07 Balears, Illes",Grecia,,695.0
2018,Julio,apartamentos,"07 Balears, Illes",Grecia,,1.548
2018,Agosto,apartamentos,"07 Balears, Illes",Grecia,,1.453
2018,Septiembre,apartamentos,"07 Balears, Illes",Grecia,,1.14
2018,Octubre,apartamentos,"07 Balears, Illes",Grecia,,1.321
2018,Noviembre,apartamentos,"07 Balears, Illes",Grecia,,46.0
2018,Diciembre,apartamentos,"07 Balears, Illes",Grecia,,
2018,Enero,apartamentos,"07 Balears, Illes",Irlanda,,
2018,Febrero,apartamentos,"07 Balears, Illes",Irlanda,,294.0
2018,Marzo,apartamentos,"07 Balears, Illes",Irlanda,,341.0
2018,Abril,apartamentos,"07 Balears, Illes",Irlanda,,11.139
2018,Mayo,apartamentos,"07 Balears, Illes",Irlanda,,37.405
2018,Junio,apartamentos,"07 Balears, Illes",Irlanda,,55.309
2018,Julio,apartamentos,"07 Balears, Illes",Irlanda,,58.198
2018,Agosto,apartamentos,"07 Balears, Illes",Irlanda,,46.387
2018,Septiembre,apartamentos,"07 Balears, Illes",Irlanda,,43.986
2018,Octubre,apartamentos,"07 Balears, Illes",Irlanda,,22.908
2018,Noviembre,apartamentos,"07 Balears, Illes",Irlanda,,48.0
2018,Diciembre,apartamentos,"07 Balears, Illes",Irlanda,,
2018,Enero,apartamentos,"07 Balears, Illes",Italia,,96.0
2018,Febrero,apartamentos,"07 Balears, Illes",Italia,,390.0
2018,Marzo,apartamentos,"07 Balears, Illes",Italia,,1.381
2018,Abril,apartamentos,"07 Balears, Illes",Italia,,5.261
2018,Mayo,apartamentos,"07 Balears, Illes",Italia,,33.92
2018,Junio,apartamentos,"07 Balears, Illes",Italia,,78.914
2018,Julio,apartamentos,"07 Balears, Illes",Italia,,133.123
2018,Agosto,apartamentos,"07 Balears, Illes",Italia,,215.399
2018,Septiembre,apartamentos,"07 Balears, Illes",Italia,,104.14
2018,Octubre,apartamentos,"07 Balears, Illes",Italia,,20.025
2018,Noviembre,apartamentos,"07 Balears, Illes",Italia,,446.0
2018,Diciembre,apartamentos,"07 Balears, Illes",Italia,,483.0
2018,Enero,apartamentos,"07 Balears, Illes",Luxemburgo,,
2018,Febrero,apartamentos,"07 Balears, Illes",Luxemburgo,,224.0
2018,Marzo,apartamentos,"07 Balears, Illes",Luxemburgo,,177.0
2018,Abril,apartamentos,"07 Balears, Illes",Luxemburgo,,
2018,Mayo,apartamentos,"07 Balears, Illes",Luxemburgo,,2.085
2018,Junio,apartamentos,"07 Balears, Illes",Luxemburgo,,1.165
2018,Julio,apartamentos,"07 Balears, Illes",Luxemburgo,,1.554
2018,Agosto,apartamentos,"07 Balears, Illes",Luxemburgo,,1.631
2018,Septiembre,apartamentos,"07 Balears, Illes",Luxemburgo,,859.0
2018,Octubre,apartamentos,"07 Balears, Illes",Luxemburgo,,170.0
2018,Noviembre,apartamentos,"07 Balears, Illes",Luxemburgo,,98.0
2018,Diciembre,apartamentos,"07 Balears, Illes",Luxemburgo,,
2018,Enero,apartamentos,"07 Balears, Illes",Países Bajos,,258.0
2018,Febrero,apartamentos,"07 Balears, Illes",Países Bajos,,356.0
2018,Marzo,apartamentos,"07 Balears, Illes",Países Bajos,,1.444
2018,Abril,apartamentos,"07 Balears, Illes",Países Bajos,,8.063
2018,Mayo,apartamentos,"07 Balears, Illes",Países Bajos,,96.24
2018,Junio,apartamentos,"07 Balears, Illes",Países Bajos,,102.096
2018,Julio,apartamentos,"07 Balears, Illes",Países Bajos,,113.454
2018,Agosto,apartamentos,"07 Balears, Illes",Países Bajos,,111.327
2018,Septiembre,apartamentos,"07 Balears, Illes",Países Bajos,,83.493
2018,Octubre,apartamentos,"07 Balears, Illes",Países Bajos,,58.965
2018,Noviembre,apartamentos,"07 Balears, Illes",Países Bajos,,204.0
2018,Diciembre,apartamentos,"07 Balears, Illes",Países Bajos,,407.0
2018,Enero,apartamentos,"07 Balears, Illes",Polonia,,307.0
2018,Febrero,apartamentos,"07 Balears, Illes",Polonia,,270.0
2018,Marzo,apartamentos,"07 Balears, Illes",Polonia,,746.0
2018,Abril,apartamentos,"07 Balears, Illes",Polonia,,6.605
2018,Mayo,apartamentos,"07 Balears, Illes",Polonia,,11.473
2018,Junio,apartamentos,"07 Balears, Illes",Polonia,,17.138
2018,Julio,apartamentos,"07 Balears, Illes",Polonia,,22.179
2018,Agosto,apartamentos,"07 Balears, Illes",Polonia,,20.257
2018,Septiembre,apartamentos,"07 Balears, Illes",Polonia,,30.782
2018,Octubre,apartamentos,"07 Balears, Illes",Polonia,,15.831
2018,Noviembre,apartamentos,"07 Balears, Illes",Polonia,,658.0
2018,Diciembre,apartamentos,"07 Balears, Illes",Polonia,,423.0
2018,Enero,apartamentos,"07 Balears, Illes",Portugal,,40.0
2018,Febrero,apartamentos,"07 Balears, Illes",Portugal,,84.0
2018,Marzo,apartamentos,"07 Balears, Illes",Portugal,,158.0
2018,Abril,apartamentos,"07 Balears, Illes",Portugal,,1.185
2018,Mayo,apartamentos,"07 Balears, Illes",Portugal,,2.145
2018,Junio,apartamentos,"07 Balears, Illes",Portugal,,4.491
2018,Julio,apartamentos,"07 Balears, Illes",Portugal,,7.312
2018,Agosto,apartamentos,"07 Balears, Illes",Portugal,,13.172
2018,Septiembre,apartamentos,"07 Balears, Illes",Portugal,,7.879
2018,Octubre,apartamentos,"07 Balears, Illes",Portugal,,1.361
2018,Noviembre,apartamentos,"07 Balears, Illes",Portugal,,64.0
2018,Diciembre,apartamentos,"07 Balears, Illes",Portugal,,134.0
2018,Enero,apartamentos,"07 Balears, Illes",Reino Unido,,1.438
2018,Febrero,apartamentos,"07 Balears, Illes",Reino Unido,,3.137
2018,Marzo,apartamentos,"07 Balears, Illes",Reino Unido,,9.707
2018,Abril,apartamentos,"07 Balears, Illes",Reino Unido,,101.202
2018,Mayo,apartamentos,"07 Balears, Illes",Reino Unido,,426.951
2018,Junio,apartamentos,"07 Balears, Illes",Reino Unido,,581.88
2018,Julio,apartamentos,"07 Balears, Illes",Reino Unido,,623.371
2018,Agosto,apartamentos,"07 Balears, Illes",Reino Unido,,727.042
2018,Septiembre,apartamentos,"07 Balears, Illes",Reino Unido,,550.735
2018,Octubre,apartamentos,"07 Balears, Illes",Reino Unido,,324.224
2018,Noviembre,apartamentos,"07 Balears, Illes",Reino Unido,,5.744
2018,Diciembre,apartamentos,"07 Balears, Illes",Reino Unido,,5.872
2018,Enero,apartamentos,"07 Balears, Illes",Republica Checa,,57.0
2018,Febrero,apartamentos,"07 Balears, Illes",Republica Checa,,56.0
2018,Marzo,apartamentos,"07 Balears, Illes",Republica Checa,,1.18
2018,Abril,apartamentos,"07 Balears, Illes",Republica Checa,,542.0
2018,Mayo,apartamentos,"07 Balears, Illes",Republica Checa,,1.297
2018,Junio,apartamentos,"07 Balears, Illes",Republica Checa,,6.049
2018,Julio,apartamentos,"07 Balears, Illes",Republica Checa,,10.355
2018,Agosto,apartamentos,"07 Balears, Illes",Republica Checa,,5.97
2018,Septiembre,apartamentos,"07 Balears, Illes",Republica Checa,,6.563
2018,Octubre,apartamentos,"07 Balears, Illes",Republica Checa,,2.025
2018,Noviembre,apartamentos,"07 Balears, Illes",Republica Checa,,68.0
2018,Diciembre,apartamentos,"07 Balears, Illes",Republica Checa,,282.0
2018,Enero,apartamentos,"07 Balears, Illes",Suecia,,1.483
2018,Febrero,apartamentos,"07 Balears, Illes",Suecia,,2.078
2018,Marzo,apartamentos,"07 Balears, Illes",Suecia,,3.625
2018,Abril,apartamentos,"07 Balears, Illes",Suecia,,12.4
2018,Mayo,apartamentos,"07 Balears, Illes",Suecia,,67.583
2018,Junio,apartamentos,"07 Balears, Illes",Suecia,,94.243
2018,Julio,apartamentos,"07 Balears, Illes",Suecia,,90.638
2018,Agosto,apartamentos,"07 Balears, Illes",Suecia,,87.547
2018,Septiembre,apartamentos,"07 Balears, Illes",Suecia,,80.732
2018,Octubre,apartamentos,"07 Balears, Illes",Suecia,,27.538
2018,Noviembre,apartamentos,"07 Balears, Illes",Suecia,,1.93
2018,Diciembre,apartamentos,"07 Balears, Illes",Suecia,,956.0
2018,Enero,apartamentos,"07 Balears, Illes",Resto de la UE,,
2018,Febrero,apartamentos,"07 Balears, Illes",Resto de la UE,,192.0
2018,Marzo,apartamentos,"07 Balears, Illes",Resto de la UE,,228.0
2018,Abril,apartamentos,"07 Balears, Illes",Resto de la UE,,4.194
2018,Mayo,apartamentos,"07 Balears, Illes",Resto de la UE,,12.243
2018,Junio,apartamentos,"07 Balears, Illes",Resto de la UE,,15.65
2018,Julio,apartamentos,"07 Balears, Illes",Resto de la UE,,22.244
2018,Agosto,apartamentos,"07 Balears, Illes",Resto de la UE,,18.998
2018,Septiembre,apartamentos,"07 Balears, Illes",Resto de la UE,,20.167
2018,Octubre,apartamentos,"07 Balears, Illes",Resto de la UE,,12.311
2018,Noviembre,apartamentos,"07 Balears, Illes",Resto de la UE,,739.0
2018,Diciembre,apartamentos,"07 Balears, Illes",Resto de la UE,,406.0
2018,Enero,apartamentos,"07 Balears, Illes",Noruega,,1.607
2018,Febrero,apartamentos,"07 Balears, Illes",Noruega,,1.802
2018,Marzo,apartamentos,"07 Balears, Illes",Noruega,,2.798
2018,Abril,apartamentos,"07 Balears, Illes",Noruega,,3.232
2018,Mayo,apartamentos,"07 Balears, Illes",Noruega,,21.846
2018,Junio,apartamentos,"07 Balears, Illes",Noruega,,31.272
2018,Julio,apartamentos,"07 Balears, Illes",Noruega,,60.136
2018,Agosto,apartamentos,"07 Balears, Illes",Noruega,,30.83
2018,Septiembre,apartamentos,"07 Balears, Illes",Noruega,,24.107
2018,Octubre,apartamentos,"07 Balears, Illes",Noruega,,14.967
2018,Noviembre,apartamentos,"07 Balears, Illes",Noruega,,440.0
2018,Diciembre,apartamentos,"07 Balears, Illes",Noruega,,385.0
2018,Enero,apartamentos,"07 Balears, Illes",Rusia,,405.0
2018,Febrero,apartamentos,"07 Balears, Illes",Rusia,,56.0
2018,Marzo,apartamentos,"07 Balears, Illes",Rusia,,146.0
2018,Abril,apartamentos,"07 Balears, Illes",Rusia,,369.0
2018,Mayo,apartamentos,"07 Balears, Illes",Rusia,,3.608
2018,Junio,apartamentos,"07 Balears, Illes",Rusia,,8.48
2018,Julio,apartamentos,"07 Balears, Illes",Rusia,,9.066
2018,Agosto,apartamentos,"07 Balears, Illes",Rusia,,9.611
2018,Septiembre,apartamentos,"07 Balears, Illes",Rusia,,10.251
2018,Octubre,apartamentos,"07 Balears, Illes",Rusia,,3.571
2018,Noviembre,apartamentos,"07 Balears, Illes",Rusia,,285.0
2018,Diciembre,apartamentos,"07 Balears, Illes",Rusia,,286.0
