año,mes,tipo_acomodacion,provincia,pais_residencia,total_pernoctaciones,total_viajeros
2015,Diciembre,hoteles,Barcelona,Polonia,,4.008
2015,Enero,hoteles,Barcelona,Portugal,,6.873
2015,Febrero,hoteles,Barcelona,Portugal,,8.755
2015,Marzo,hoteles,Barcelona,Portugal,,9.923
2015,Abril,hoteles,Barcelona,Portugal,,10.799
2015,Mayo,hoteles,Barcelona,Portugal,,10.655
2015,Junio,hoteles,Barcelona,Portugal,,11.195
2015,Julio,hoteles,Barcelona,Portugal,,10.317
2015,Agosto,hoteles,Barcelona,Portugal,,11.392
2015,Septiembre,hoteles,Barcelona,Portugal,,10.642
2015,Octubre,hoteles,Barcelona,Portugal,,9.334
2015,Noviembre,hoteles,Barcelona,Portugal,,8.78
2015,Diciembre,hoteles,Barcelona,Portugal,,8.073
2015,Enero,hoteles,Barcelona,Reino Unido,,32.283
2015,Febrero,hoteles,Barcelona,Reino Unido,,50.604
2015,Marzo,hoteles,Barcelona,Reino Unido,,58.523
2015,Abril,hoteles,Barcelona,Reino Unido,,72.588
2015,Mayo,hoteles,Barcelona,Reino Unido,,85.099
2015,Junio,hoteles,Barcelona,Reino Unido,,92.126
2015,Julio,hoteles,Barcelona,Reino Unido,,92.307
2015,Agosto,hoteles,Barcelona,Reino Unido,,104.801
2015,Septiembre,hoteles,Barcelona,Reino Unido,,93.473
2015,Octubre,hoteles,Barcelona,Reino Unido,,87.584
2015,Noviembre,hoteles,Barcelona,Reino Unido,,54.089
2015,Diciembre,hoteles,Barcelona,Reino Unido,,39.49
2015,Enero,hoteles,Barcelona,República Checa,,1.132
2015,Febrero,hoteles,Barcelona,República Checa,,1.369
2015,Marzo,hoteles,Barcelona,República Checa,,2.332
2015,Abril,hoteles,Barcelona,República Checa,,2.189
2015,Mayo,hoteles,Barcelona,República Checa,,4.093
2015,Junio,hoteles,Barcelona,República Checa,,4.069
2015,Julio,hoteles,Barcelona,República Checa,,5.371
2015,Agosto,hoteles,Barcelona,República Checa,,3.399
2015,Septiembre,hoteles,Barcelona,República Checa,,3.694
2015,Octubre,hoteles,Barcelona,República Checa,,3.086
2015,Noviembre,hoteles,Barcelona,República Checa,,2.443
2015,Diciembre,hoteles,Barcelona,República Checa,,941.0
2015,Enero,hoteles,Barcelona,Suecia,,4.221
2015,Febrero,hoteles,Barcelona,Suecia,,5.661
2015,Marzo,hoteles,Barcelona,Suecia,,10.093
2015,Abril,hoteles,Barcelona,Suecia,,14.597
2015,Mayo,hoteles,Barcelona,Suecia,,15.695
2015,Junio,hoteles,Barcelona,Suecia,,15.627
2015,Julio,hoteles,Barcelona,Suecia,,20.499
2015,Agosto,hoteles,Barcelona,Suecia,,13.554
2015,Septiembre,hoteles,Barcelona,Suecia,,13.633
2015,Octubre,hoteles,Barcelona,Suecia,,13.562
2015,Noviembre,hoteles,Barcelona,Suecia,,10.149
2015,Diciembre,hoteles,Barcelona,Suecia,,4.685
2015,Enero,hoteles,Barcelona,Noruega,,1.942
2015,Febrero,hoteles,Barcelona,Noruega,,3.088
2015,Marzo,hoteles,Barcelona,Noruega,,7.041
2015,Abril,hoteles,Barcelona,Noruega,,7.857
2015,Mayo,hoteles,Barcelona,Noruega,,9.463
2015,Junio,hoteles,Barcelona,Noruega,,13.136
2015,Julio,hoteles,Barcelona,Noruega,,19.111
2015,Agosto,hoteles,Barcelona,Noruega,,9.607
2015,Septiembre,hoteles,Barcelona,Noruega,,12.488
2015,Octubre,hoteles,Barcelona,Noruega,,13.243
2015,Noviembre,hoteles,Barcelona,Noruega,,6.832
2015,Diciembre,hoteles,Barcelona,Noruega,,3.0
2015,Enero,hoteles,Barcelona,Rusia,,14.413
2015,Febrero,hoteles,Barcelona,Rusia,,5.876
2015,Marzo,hoteles,Barcelona,Rusia,,9.831
2015,Abril,hoteles,Barcelona,Rusia,,11.482
2015,Mayo,hoteles,Barcelona,Rusia,,15.609
2015,Junio,hoteles,Barcelona,Rusia,,24.14
2015,Julio,hoteles,Barcelona,Rusia,,28.074
2015,Agosto,hoteles,Barcelona,Rusia,,29.692
2015,Septiembre,hoteles,Barcelona,Rusia,,20.941
2015,Octubre,hoteles,Barcelona,Rusia,,13.102
2015,Noviembre,hoteles,Barcelona,Rusia,,11.365
2015,Diciembre,hoteles,Barcelona,Rusia,,9.749
2015,Enero,hoteles,Barcelona,Suiza,,6.336
2015,Febrero,hoteles,Barcelona,Suiza,,7.967
2015,Marzo,hoteles,Barcelona,Suiza,,10.876
2015,Abril,hoteles,Barcelona,Suiza,,18.216
2015,Mayo,hoteles,Barcelona,Suiza,,19.579
2015,Junio,hoteles,Barcelona,Suiza,,15.076
2015,Julio,hoteles,Barcelona,Suiza,,20.345
2015,Agosto,hoteles,Barcelona,Suiza,,16.687
2015,Septiembre,hoteles,Barcelona,Suiza,,17.541
2015,Octubre,hoteles,Barcelona,Suiza,,20.393
2015,Noviembre,hoteles,Barcelona,Suiza,,9.328
2015,Diciembre,hoteles,Barcelona,Suiza,,9.785
2015,Enero,hoteles,Barcelona,Resto de Europa sin U.E.,,11.594
2015,Febrero,hoteles,Barcelona,Resto de Europa sin U.E.,,14.955
2015,Marzo,hoteles,Barcelona,Resto de Europa sin U.E.,,16.788
2015,Abril,hoteles,Barcelona,Resto de Europa sin U.E.,,19.271
2015,Mayo,hoteles,Barcelona,Resto de Europa sin U.E.,,24.246
2015,Junio,hoteles,Barcelona,Resto de Europa sin U.E.,,26.681
2015,Julio,hoteles,Barcelona,Resto de Europa sin U.E.,,20.596
2015,Agosto,hoteles,Barcelona,Resto de Europa sin U.E.,,22.325
2015,Septiembre,hoteles,Barcelona,Resto de Europa sin U.E.,,28.267
2015,Octubre,hoteles,Barcelona,Resto de Europa sin U.E.,,20.591
2015,Noviembre,hoteles,Barcelona,Resto de Europa sin U.E.,,18.239
2015,Diciembre,hoteles,Barcelona,Resto de Europa sin U.E.,,15.518
2015,Enero,hoteles,Barcelona,Japón,,10.992
2015,Febrero,hoteles,Barcelona,Japón,,14.992
2015,Marzo,hoteles,Barcelona,Japón,,16.196
2015,Abril,hoteles,Barcelona,Japón,,14.929
2015,Mayo,hoteles,Barcelona,Japón,,12.985
2015,Junio,hoteles,Barcelona,Japón,,13.0
2015,Julio,hoteles,Barcelona,Japón,,10.672
2015,Agosto,hoteles,Barcelona,Japón,,17.4
2015,Septiembre,hoteles,Barcelona,Japón,,17.638
2015,Octubre,hoteles,Barcelona,Japón,,14.389
2015,Noviembre,hoteles,Barcelona,Japón,,14.94
2015,Diciembre,hoteles,Barcelona,Japón,,12.384
2015,Enero,hoteles,Barcelona,Estados Unidos,,18.85
2015,Febrero,hoteles,Barcelona,Estados Unidos,,25.47
2015,Marzo,hoteles,Barcelona,Estados Unidos,,42.902
2015,Abril,hoteles,Barcelona,Estados Unidos,,55.069
2015,Mayo,hoteles,Barcelona,Estados Unidos,,74.641
2015,Junio,hoteles,Barcelona,Estados Unidos,,94.176
2015,Julio,hoteles,Barcelona,Estados Unidos,,88.304
2015,Agosto,hoteles,Barcelona,Estados Unidos,,70.377
2015,Septiembre,hoteles,Barcelona,Estados Unidos,,78.562
2015,Octubre,hoteles,Barcelona,Estados Unidos,,76.047
2015,Noviembre,hoteles,Barcelona,Estados Unidos,,42.377
2015,Diciembre,hoteles,Barcelona,Estados Unidos,,27.825
2015,Enero,hoteles,Barcelona,Resto de América,,26.245
2015,Febrero,hoteles,Barcelona,Resto de América,,24.208
2015,Marzo,hoteles,Barcelona,Resto de América,,32.477
2015,Abril,hoteles,Barcelona,Resto de América,,37.347
2015,Mayo,hoteles,Barcelona,Resto de América,,53.633
2015,Junio,hoteles,Barcelona,Resto de América,,56.045
2015,Julio,hoteles,Barcelona,Resto de América,,62.413
2015,Agosto,hoteles,Barcelona,Resto de América,,53.081
2015,Septiembre,hoteles,Barcelona,Resto de América,,58.37
2015,Octubre,hoteles,Barcelona,Resto de América,,56.446
2015,Noviembre,hoteles,Barcelona,Resto de América,,33.907
2015,Diciembre,hoteles,Barcelona,Resto de América,,24.231
2015,Enero,hoteles,Barcelona,Países africanos,,9.554
2015,Febrero,hoteles,Barcelona,Países africanos,,8.688
2015,Marzo,hoteles,Barcelona,Países africanos,,10.977
2015,Abril,hoteles,Barcelona,Países africanos,,10.288
2015,Mayo,hoteles,Barcelona,Países africanos,,11.417
2015,Junio,hoteles,Barcelona,Países africanos,,8.508
2015,Julio,hoteles,Barcelona,Países africanos,,11.847
2015,Agosto,hoteles,Barcelona,Países africanos,,18.309
2015,Septiembre,hoteles,Barcelona,Países africanos,,11.574
2015,Octubre,hoteles,Barcelona,Países africanos,,9.009
2015,Noviembre,hoteles,Barcelona,Países africanos,,9.889
2015,Diciembre,hoteles,Barcelona,Países africanos,,9.665
2015,Enero,hoteles,Girona,Residentes en España,,64.466
2015,Febrero,hoteles,Girona,Residentes en España,,86.8
2015,Marzo,hoteles,Girona,Residentes en España,,109.328
2015,Abril,hoteles,Girona,Residentes en España,,135.436
2015,Mayo,hoteles,Girona,Residentes en España,,153.542
2015,Junio,hoteles,Girona,Residentes en España,,179.753
2015,Julio,hoteles,Girona,Residentes en España,,200.153
2015,Agosto,hoteles,Girona,Residentes en España,,275.061
2015,Septiembre,hoteles,Girona,Residentes en España,,155.124
2015,Octubre,hoteles,Girona,Residentes en España,,126.512
2015,Noviembre,hoteles,Girona,Residentes en España,,73.766
2015,Diciembre,hoteles,Girona,Residentes en España,,92.503
2015,Enero,hoteles,Girona,Alemania,,2.103
2015,Febrero,hoteles,Girona,Alemania,,1.551
2015,Marzo,hoteles,Girona,Alemania,,4.219
2015,Abril,hoteles,Girona,Alemania,,8.829
2015,Mayo,hoteles,Girona,Alemania,,11.836
2015,Junio,hoteles,Girona,Alemania,,22.563
2015,Julio,hoteles,Girona,Alemania,,36.553
2015,Agosto,hoteles,Girona,Alemania,,35.979
2015,Septiembre,hoteles,Girona,Alemania,,16.691
2015,Octubre,hoteles,Girona,Alemania,,12.781
2015,Noviembre,hoteles,Girona,Alemania,,2.144
2015,Diciembre,hoteles,Girona,Alemania,,1.888
2015,Enero,hoteles,Girona,Austria,,34.0
2015,Febrero,hoteles,Girona,Austria,,79.0
2015,Marzo,hoteles,Girona,Austria,,299.0
2015,Abril,hoteles,Girona,Austria,,209.0
2015,Mayo,hoteles,Girona,Austria,,230.0
2015,Junio,hoteles,Girona,Austria,,724.0
2015,Julio,hoteles,Girona,Austria,,979.0
2015,Agosto,hoteles,Girona,Austria,,950.0
2015,Septiembre,hoteles,Girona,Austria,,440.0
2015,Octubre,hoteles,Girona,Austria,,402.0
2015,Noviembre,hoteles,Girona,Austria,,113.0
2015,Diciembre,hoteles,Girona,Austria,,77.0
2015,Enero,hoteles,Girona,Bélgica,,798.0
2015,Febrero,hoteles,Girona,Bélgica,,568.0
2015,Marzo,hoteles,Girona,Bélgica,,1.465
2015,Abril,hoteles,Girona,Bélgica,,7.778
2015,Mayo,hoteles,Girona,Bélgica,,7.063
2015,Junio,hoteles,Girona,Bélgica,,10.452
2015,Julio,hoteles,Girona,Bélgica,,31.641
2015,Agosto,hoteles,Girona,Bélgica,,17.96
2015,Septiembre,hoteles,Girona,Bélgica,,16.31
2015,Octubre,hoteles,Girona,Bélgica,,7.891
2015,Noviembre,hoteles,Girona,Bélgica,,2.827
2015,Diciembre,hoteles,Girona,Bélgica,,1.401
2015,Enero,hoteles,Girona,Dinamarca,,45.0
2015,Febrero,hoteles,Girona,Dinamarca,,170.0
2015,Marzo,hoteles,Girona,Dinamarca,,118.0
2015,Abril,hoteles,Girona,Dinamarca,,658.0
2015,Mayo,hoteles,Girona,Dinamarca,,181.0
2015,Junio,hoteles,Girona,Dinamarca,,875.0
2015,Julio,hoteles,Girona,Dinamarca,,2.302
2015,Agosto,hoteles,Girona,Dinamarca,,832.0
2015,Septiembre,hoteles,Girona,Dinamarca,,860.0
2015,Octubre,hoteles,Girona,Dinamarca,,1.236
2015,Noviembre,hoteles,Girona,Dinamarca,,249.0
2015,Diciembre,hoteles,Girona,Dinamarca,,22.0
2015,Enero,hoteles,Girona,Finlandia,,64.0
2015,Febrero,hoteles,Girona,Finlandia,,61.0
2015,Marzo,hoteles,Girona,Finlandia,,375.0
2015,Abril,hoteles,Girona,Finlandia,,320.0
2015,Mayo,hoteles,Girona,Finlandia,,199.0
2015,Junio,hoteles,Girona,Finlandia,,606.0
2015,Julio,hoteles,Girona,Finlandia,,644.0
2015,Agosto,hoteles,Girona,Finlandia,,263.0
2015,Septiembre,hoteles,Girona,Finlandia,,389.0
2015,Octubre,hoteles,Girona,Finlandia,,641.0
2015,Noviembre,hoteles,Girona,Finlandia,,151.0
2015,Diciembre,hoteles,Girona,Finlandia,,94.0
2015,Enero,hoteles,Girona,Francia,,17.167
2015,Febrero,hoteles,Girona,Francia,,24.717
2015,Marzo,hoteles,Girona,Francia,,27.192
2015,Abril,hoteles,Girona,Francia,,93.838
2015,Mayo,hoteles,Girona,Francia,,133.279
2015,Junio,hoteles,Girona,Francia,,77.288
2015,Julio,hoteles,Girona,Francia,,92.484
2015,Agosto,hoteles,Girona,Francia,,149.298
2015,Septiembre,hoteles,Girona,Francia,,89.156
2015,Octubre,hoteles,Girona,Francia,,90.302
2015,Noviembre,hoteles,Girona,Francia,,28.25
2015,Diciembre,hoteles,Girona,Francia,,22.89
2015,Enero,hoteles,Girona,Grecia,,
2015,Febrero,hoteles,Girona,Grecia,,13.0
2015,Marzo,hoteles,Girona,Grecia,,131.0
2015,Abril,hoteles,Girona,Grecia,,39.0
2015,Mayo,hoteles,Girona,Grecia,,65.0
2015,Junio,hoteles,Girona,Grecia,,295.0
2015,Julio,hoteles,Girona,Grecia,,144.0
2015,Agosto,hoteles,Girona,Grecia,,170.0
2015,Septiembre,hoteles,Girona,Grecia,,165.0
2015,Octubre,hoteles,Girona,Grecia,,
2015,Noviembre,hoteles,Girona,Grecia,,
2015,Diciembre,hoteles,Girona,Grecia,,
2015,Enero,hoteles,Girona,Irlanda,,221.0
2015,Febrero,hoteles,Girona,Irlanda,,129.0
2015,Marzo,hoteles,Girona,Irlanda,,292.0
2015,Abril,hoteles,Girona,Irlanda,,609.0
2015,Mayo,hoteles,Girona,Irlanda,,1.168
2015,Junio,hoteles,Girona,Irlanda,,
2015,Julio,hoteles,Girona,Irlanda,,2.821
2015,Agosto,hoteles,Girona,Irlanda,,1.332
2015,Septiembre,hoteles,Girona,Irlanda,,2.071
2015,Octubre,hoteles,Girona,Irlanda,,1.325
2015,Noviembre,hoteles,Girona,Irlanda,,158.0
2015,Diciembre,hoteles,Girona,Irlanda,,
2015,Enero,hoteles,Girona,Italia,,1.765
2015,Febrero,hoteles,Girona,Italia,,967.0
2015,Marzo,hoteles,Girona,Italia,,5.133
2015,Abril,hoteles,Girona,Italia,,9.745
2015,Mayo,hoteles,Girona,Italia,,4.15
2015,Junio,hoteles,Girona,Italia,,6.599
2015,Julio,hoteles,Girona,Italia,,10.098
2015,Agosto,hoteles,Girona,Italia,,18.543
2015,Septiembre,hoteles,Girona,Italia,,8.064
2015,Octubre,hoteles,Girona,Italia,,3.083
2015,Noviembre,hoteles,Girona,Italia,,2.984
2015,Diciembre,hoteles,Girona,Italia,,2.265
2015,Enero,hoteles,Girona,Luxemburgo,,60.0
2015,Febrero,hoteles,Girona,Luxemburgo,,52.0
2015,Marzo,hoteles,Girona,Luxemburgo,,23.0
2015,Abril,hoteles,Girona,Luxemburgo,,319.0
2015,Mayo,hoteles,Girona,Luxemburgo,,152.0
2015,Junio,hoteles,Girona,Luxemburgo,,1.677
2015,Julio,hoteles,Girona,Luxemburgo,,241.0
2015,Agosto,hoteles,Girona,Luxemburgo,,385.0
2015,Septiembre,hoteles,Girona,Luxemburgo,,187.0
2015,Octubre,hoteles,Girona,Luxemburgo,,76.0
2015,Noviembre,hoteles,Girona,Luxemburgo,,21.0
2015,Diciembre,hoteles,Girona,Luxemburgo,,27.0
2015,Enero,hoteles,Girona,Países Bajos,,666.0
2015,Febrero,hoteles,Girona,Países Bajos,,972.0
2015,Marzo,hoteles,Girona,Países Bajos,,1.909
2015,Abril,hoteles,Girona,Países Bajos,,2.112
2015,Mayo,hoteles,Girona,Países Bajos,,8.265
2015,Junio,hoteles,Girona,Países Bajos,,6.822
2015,Julio,hoteles,Girona,Países Bajos,,21.221
2015,Agosto,hoteles,Girona,Países Bajos,,13.471
2015,Septiembre,hoteles,Girona,Países Bajos,,7.452
2015,Octubre,hoteles,Girona,Países Bajos,,6.035
2015,Noviembre,hoteles,Girona,Países Bajos,,966.0
2015,Diciembre,hoteles,Girona,Países Bajos,,551.0
2015,Enero,hoteles,Girona,Polonia,,444.0
2015,Febrero,hoteles,Girona,Polonia,,619.0
2015,Marzo,hoteles,Girona,Polonia,,683.0
2015,Abril,hoteles,Girona,Polonia,,2.384
2015,Mayo,hoteles,Girona,Polonia,,5.864
2015,Junio,hoteles,Girona,Polonia,,8.804
2015,Julio,hoteles,Girona,Polonia,,16.769
2015,Agosto,hoteles,Girona,Polonia,,8.419
2015,Septiembre,hoteles,Girona,Polonia,,7.089
2015,Octubre,hoteles,Girona,Polonia,,5.389
2015,Noviembre,hoteles,Girona,Polonia,,665.0
2015,Diciembre,hoteles,Girona,Polonia,,268.0
2015,Enero,hoteles,Girona,Portugal,,176.0
2015,Febrero,hoteles,Girona,Portugal,,577.0
2015,Marzo,hoteles,Girona,Portugal,,819.0
2015,Abril,hoteles,Girona,Portugal,,522.0
2015,Mayo,hoteles,Girona,Portugal,,1.596
2015,Junio,hoteles,Girona,Portugal,,1.154
2015,Julio,hoteles,Girona,Portugal,,930.0
2015,Agosto,hoteles,Girona,Portugal,,1.383
2015,Septiembre,hoteles,Girona,Portugal,,1.076
2015,Octubre,hoteles,Girona,Portugal,,978.0
2015,Noviembre,hoteles,Girona,Portugal,,290.0
2015,Diciembre,hoteles,Girona,Portugal,,279.0
2015,Enero,hoteles,Girona,Reino Unido,,1.449
2015,Febrero,hoteles,Girona,Reino Unido,,4.217
2015,Marzo,hoteles,Girona,Reino Unido,,5.078
2015,Abril,hoteles,Girona,Reino Unido,,10.682
2015,Mayo,hoteles,Girona,Reino Unido,,19.314
2015,Junio,hoteles,Girona,Reino Unido,,26.41
2015,Julio,hoteles,Girona,Reino Unido,,24.979
2015,Agosto,hoteles,Girona,Reino Unido,,25.536
2015,Septiembre,hoteles,Girona,Reino Unido,,34.664
2015,Octubre,hoteles,Girona,Reino Unido,,23.511
2015,Noviembre,hoteles,Girona,Reino Unido,,2.586
2015,Diciembre,hoteles,Girona,Reino Unido,,2.121
2015,Enero,hoteles,Girona,República Checa,,49.0
2015,Febrero,hoteles,Girona,República Checa,,
2015,Marzo,hoteles,Girona,República Checa,,65.0
2015,Abril,hoteles,Girona,República Checa,,
2015,Mayo,hoteles,Girona,República Checa,,500.0
2015,Junio,hoteles,Girona,República Checa,,1.17
2015,Julio,hoteles,Girona,República Checa,,1.73
2015,Agosto,hoteles,Girona,República Checa,,1.345
2015,Septiembre,hoteles,Girona,República Checa,,1.597
2015,Octubre,hoteles,Girona,República Checa,,925.0
2015,Noviembre,hoteles,Girona,República Checa,,
2015,Diciembre,hoteles,Girona,República Checa,,75.0
2015,Enero,hoteles,Girona,Suecia,,87.0
2015,Febrero,hoteles,Girona,Suecia,,
2015,Marzo,hoteles,Girona,Suecia,,
2015,Abril,hoteles,Girona,Suecia,,902.0
2015,Mayo,hoteles,Girona,Suecia,,1.074
2015,Junio,hoteles,Girona,Suecia,,1.693
2015,Julio,hoteles,Girona,Suecia,,2.87
2015,Agosto,hoteles,Girona,Suecia,,1.579
2015,Septiembre,hoteles,Girona,Suecia,,2.602
2015,Octubre,hoteles,Girona,Suecia,,1.545
2015,Noviembre,hoteles,Girona,Suecia,,
2015,Diciembre,hoteles,Girona,Suecia,,243.0
2015,Enero,hoteles,Girona,Noruega,,294.0
2015,Febrero,hoteles,Girona,Noruega,,173.0
2015,Marzo,hoteles,Girona,Noruega,,733.0
2015,Abril,hoteles,Girona,Noruega,,1.025
2015,Mayo,hoteles,Girona,Noruega,,312.0
2015,Junio,hoteles,Girona,Noruega,,1.089
2015,Julio,hoteles,Girona,Noruega,,2.915
2015,Agosto,hoteles,Girona,Noruega,,472.0
2015,Septiembre,hoteles,Girona,Noruega,,2.018
2015,Octubre,hoteles,Girona,Noruega,,1.741
2015,Noviembre,hoteles,Girona,Noruega,,99.0
2015,Diciembre,hoteles,Girona,Noruega,,83.0
2015,Enero,hoteles,Girona,Rusia,,1.233
2015,Febrero,hoteles,Girona,Rusia,,
2015,Marzo,hoteles,Girona,Rusia,,515.0
2015,Abril,hoteles,Girona,Rusia,,1.324
2015,Mayo,hoteles,Girona,Rusia,,5.381
2015,Junio,hoteles,Girona,Rusia,,10.594
2015,Julio,hoteles,Girona,Rusia,,13.834
2015,Agosto,hoteles,Girona,Rusia,,14.404
2015,Septiembre,hoteles,Girona,Rusia,,10.247
2015,Octubre,hoteles,Girona,Rusia,,
2015,Noviembre,hoteles,Girona,Rusia,,2.107
2015,Diciembre,hoteles,Girona,Rusia,,605.0
2015,Enero,hoteles,Girona,Suiza,,288.0
2015,Febrero,hoteles,Girona,Suiza,,411.0
2015,Marzo,hoteles,Girona,Suiza,,1.103
2015,Abril,hoteles,Girona,Suiza,,2.782
2015,Mayo,hoteles,Girona,Suiza,,2.551
2015,Junio,hoteles,Girona,Suiza,,3.18
2015,Julio,hoteles,Girona,Suiza,,7.731
2015,Agosto,hoteles,Girona,Suiza,,5.078
2015,Septiembre,hoteles,Girona,Suiza,,5.19
2015,Octubre,hoteles,Girona,Suiza,,3.743
2015,Noviembre,hoteles,Girona,Suiza,,444.0
2015,Diciembre,hoteles,Girona,Suiza,,1.497
2015,Enero,hoteles,Girona,Resto de Europa sin U.E.,,426.0
2015,Febrero,hoteles,Girona,Resto de Europa sin U.E.,,652.0
2015,Marzo,hoteles,Girona,Resto de Europa sin U.E.,,1.056
2015,Abril,hoteles,Girona,Resto de Europa sin U.E.,,3.305
2015,Mayo,hoteles,Girona,Resto de Europa sin U.E.,,5.841
2015,Junio,hoteles,Girona,Resto de Europa sin U.E.,,6.212
2015,Julio,hoteles,Girona,Resto de Europa sin U.E.,,6.219
2015,Agosto,hoteles,Girona,Resto de Europa sin U.E.,,7.211
2015,Septiembre,hoteles,Girona,Resto de Europa sin U.E.,,11.697
2015,Octubre,hoteles,Girona,Resto de Europa sin U.E.,,5.179
2015,Noviembre,hoteles,Girona,Resto de Europa sin U.E.,,1.681
2015,Diciembre,hoteles,Girona,Resto de Europa sin U.E.,,895.0
2015,Enero,hoteles,Girona,Japón,,
2015,Febrero,hoteles,Girona,Japón,,89.0
2015,Marzo,hoteles,Girona,Japón,,180.0
2015,Abril,hoteles,Girona,Japón,,
2015,Mayo,hoteles,Girona,Japón,,122.0
2015,Junio,hoteles,Girona,Japón,,710.0
2015,Julio,hoteles,Girona,Japón,,218.0
2015,Agosto,hoteles,Girona,Japón,,160.0
2015,Septiembre,hoteles,Girona,Japón,,
2015,Octubre,hoteles,Girona,Japón,,80.0
2015,Noviembre,hoteles,Girona,Japón,,124.0
2015,Diciembre,hoteles,Girona,Japón,,
2015,Enero,hoteles,Girona,Estados Unidos,,147.0
2015,Febrero,hoteles,Girona,Estados Unidos,,350.0
2015,Marzo,hoteles,Girona,Estados Unidos,,1.416
2015,Abril,hoteles,Girona,Estados Unidos,,2.773
2015,Mayo,hoteles,Girona,Estados Unidos,,3.478
2015,Junio,hoteles,Girona,Estados Unidos,,5.415
2015,Julio,hoteles,Girona,Estados Unidos,,6.261
2015,Agosto,hoteles,Girona,Estados Unidos,,3.112
2015,Septiembre,hoteles,Girona,Estados Unidos,,5.123
2015,Octubre,hoteles,Girona,Estados Unidos,,3.217
2015,Noviembre,hoteles,Girona,Estados Unidos,,768.0
2015,Diciembre,hoteles,Girona,Estados Unidos,,685.0
2015,Enero,hoteles,Girona,Resto de América,,609.0
2015,Febrero,hoteles,Girona,Resto de América,,631.0
2015,Marzo,hoteles,Girona,Resto de América,,945.0
2015,Abril,hoteles,Girona,Resto de América,,1.481
2015,Mayo,hoteles,Girona,Resto de América,,2.256
2015,Junio,hoteles,Girona,Resto de América,,3.307
2015,Julio,hoteles,Girona,Resto de América,,3.562
2015,Agosto,hoteles,Girona,Resto de América,,3.71
2015,Septiembre,hoteles,Girona,Resto de América,,3.941
2015,Octubre,hoteles,Girona,Resto de América,,3.018
2015,Noviembre,hoteles,Girona,Resto de América,,830.0
2015,Diciembre,hoteles,Girona,Resto de América,,720.0
2015,Enero,hoteles,Girona,Países africanos,,108.0
2015,Febrero,hoteles,Girona,Países africanos,,152.0
2015,Marzo,hoteles,Girona,Países africanos,,176.0
2015,Abril,hoteles,Girona,Países africanos,,699.0
2015,Mayo,hoteles,Girona,Países africanos,,639.0
2015,Junio,hoteles,Girona,Países africanos,,721.0
2015,Julio,hoteles,Girona,Países africanos,,1.046
2015,Agosto,hoteles,Girona,Países africanos,,1.501
2015,Septiembre,hoteles,Girona,Países africanos,,814.0
2015,Octubre,hoteles,Girona,Países africanos,,625.0
2015,Noviembre,hoteles,Girona,Países africanos,,271.0
2015,Diciembre,hoteles,Girona,Países africanos,,255.0
2015,Enero,hoteles,Madrid,Residentes en España,,462.514
2015,Febrero,hoteles,Madrid,Residentes en España,,467.203
2015,Marzo,hoteles,Madrid,Residentes en España,,498.019
2015,Abril,hoteles,Madrid,Residentes en España,,539.993
2015,Mayo,hoteles,Madrid,Residentes en España,,542.958
2015,Junio,hoteles,Madrid,Residentes en España,,545.435
2015,Julio,hoteles,Madrid,Residentes en España,,496.077
2015,Agosto,hoteles,Madrid,Residentes en España,,475.035
2015,Septiembre,hoteles,Madrid,Residentes en España,,558.525
2015,Octubre,hoteles,Madrid,Residentes en España,,554.028
2015,Noviembre,hoteles,Madrid,Residentes en España,,520.701
2015,Diciembre,hoteles,Madrid,Residentes en España,,555.675
2015,Enero,hoteles,Madrid,Alemania,,12.183
2015,Febrero,hoteles,Madrid,Alemania,,16.493
2015,Marzo,hoteles,Madrid,Alemania,,29.667
2015,Abril,hoteles,Madrid,Alemania,,26.318
2015,Mayo,hoteles,Madrid,Alemania,,28.899
2015,Junio,hoteles,Madrid,Alemania,,22.17
2015,Julio,hoteles,Madrid,Alemania,,22.644
2015,Agosto,hoteles,Madrid,Alemania,,19.434
2015,Septiembre,hoteles,Madrid,Alemania,,27.267
2015,Octubre,hoteles,Madrid,Alemania,,33.387
2015,Noviembre,hoteles,Madrid,Alemania,,21.601
2015,Diciembre,hoteles,Madrid,Alemania,,14.778
2015,Enero,hoteles,Madrid,Austria,,1.499
2015,Febrero,hoteles,Madrid,Austria,,2.22
2015,Marzo,hoteles,Madrid,Austria,,3.009
2015,Abril,hoteles,Madrid,Austria,,4.13
2015,Mayo,hoteles,Madrid,Austria,,4.081
2015,Junio,hoteles,Madrid,Austria,,2.808
2015,Julio,hoteles,Madrid,Austria,,2.895
2015,Agosto,hoteles,Madrid,Austria,,1.947
2015,Septiembre,hoteles,Madrid,Austria,,2.771
2015,Octubre,hoteles,Madrid,Austria,,3.978
2015,Noviembre,hoteles,Madrid,Austria,,3.2
2015,Diciembre,hoteles,Madrid,Austria,,2.048
2015,Enero,hoteles,Madrid,Bélgica,,4.58
2015,Febrero,hoteles,Madrid,Bélgica,,5.227
2015,Marzo,hoteles,Madrid,Bélgica,,7.241
2015,Abril,hoteles,Madrid,Bélgica,,9.704
2015,Mayo,hoteles,Madrid,Bélgica,,8.008
2015,Junio,hoteles,Madrid,Bélgica,,6.194
2015,Julio,hoteles,Madrid,Bélgica,,7.83
2015,Agosto,hoteles,Madrid,Bélgica,,6.195
