año,mes,provincia,pais_residencia,pernoctaciones,total_viajeros,media_pernoctaciones,fecha
2015,Enero,Islas Baleares,Total,25933.0,3705.0,7.0,2015-01-01
2015,Febrero,Islas Baleares,Total,30280.0,4382.0,6.91,2015-02-01
2015,Marzo,Islas Baleares,Total,46156.0,6536.0,7.06,2015-03-01
2015,Abril,Islas Baleares,Total,226542.0,36181.0,6.26,2015-04-01
2015,Mayo,Islas Baleares,Total,888610.0,145473.0,6.11,2015-05-01
2015,Junio,Islas Baleares,Total,1611374.0,232301.0,6.94,2015-06-01
2015,Julio,Islas Baleares,Total,2147652.0,286441.0,7.5,2015-07-01
2015,Agosto,Islas Baleares,Total,2187065.0,281185.0,7.78,2015-08-01
2015,Septiembre,Islas Baleares,Total,1609907.0,214795.0,7.5,2015-09-01
2015,Octubre,Islas Baleares,Total,738757.0,91615.0,8.06,2015-10-01
2015,Noviembre,Islas Baleares,Total,34633.0,5403.0,6.41,2015-11-01
2015,Diciembre,Islas Baleares,Total,31082.0,4831.0,6.43,2015-12-01
2015,Enero,Islas Baleares,España,5125.0,1323.0,3.87,2015-01-01
2015,Febrero,Islas Baleares,España,7520.0,1938.0,3.88,2015-02-01
2015,Marzo,Islas Baleares,España,6915.0,1820.0,3.8,2015-03-01
2015,Abril,Islas Baleares,España,26217.0,6157.0,4.26,2015-04-01
2015,Mayo,Islas Baleares,España,65038.0,15287.0,4.25,2015-05-01
2015,Junio,Islas Baleares,España,172178.0,33968.0,5.07,2015-06-01
2015,Julio,Islas Baleares,España,215590.0,36224.0,5.95,2015-07-01
2015,Agosto,Islas Baleares,España,238107.0,35559.0,6.7,2015-08-01
2015,Septiembre,Islas Baleares,España,178818.0,28215.0,6.34,2015-09-01
2015,Octubre,Islas Baleares,España,46366.0,9280.0,5.0,2015-10-01
2015,Noviembre,Islas Baleares,España,4902.0,1628.0,3.01,2015-11-01
2015,Diciembre,Islas Baleares,España,3474.0,1058.0,3.28,2015-12-01
2015,Enero,Islas Baleares,Extranjeros,2382.0,2382.0,1.0,2015-01-01
2015,Febrero,Islas Baleares,Extranjeros,2444.0,2444.0,1.0,2015-02-01
2015,Marzo,Islas Baleares,Extranjeros,4716.0,4716.0,1.0,2015-03-01
2015,Abril,Islas Baleares,Extranjeros,30024.0,30024.0,1.0,2015-04-01
2015,Mayo,Islas Baleares,Extranjeros,130186.0,130186.0,1.0,2015-05-01
2015,Junio,Islas Baleares,Extranjeros,198333.0,198333.0,1.0,2015-06-01
2015,Julio,Islas Baleares,Extranjeros,250217.0,250217.0,1.0,2015-07-01
2015,Agosto,Islas Baleares,Extranjeros,245626.0,245626.0,1.0,2015-08-01
2015,Septiembre,Islas Baleares,Extranjeros,186580.0,186580.0,1.0,2015-09-01
2015,Octubre,Islas Baleares,Extranjeros,82335.0,82335.0,1.0,2015-10-01
2015,Noviembre,Islas Baleares,Extranjeros,3775.0,3775.0,1.0,2015-11-01
2015,Diciembre,Islas Baleares,Extranjeros,3773.0,3773.0,1.0,2015-12-01
2015,Enero,Islas Baleares,Unión Europea (sin España),18146.0,1950.0,9.31,2015-01-01
2015,Febrero,Islas Baleares,Unión Europea (sin España),19650.0,2022.0,9.72,2015-02-01
2015,Marzo,Islas Baleares,Unión Europea (sin España),35610.0,4135.0,8.61,2015-03-01
2015,Abril,Islas Baleares,Unión Europea (sin España),188159.0,27861.0,6.75,2015-04-01
2015,Mayo,Islas Baleares,Unión Europea (sin España),785193.0,123091.0,6.38,2015-05-01
2015,Junio,Islas Baleares,Unión Europea (sin España),1367848.0,186507.0,7.33,2015-06-01
2015,Julio,Islas Baleares,Unión Europea (sin España),1821355.0,234060.0,7.78,2015-07-01
2015,Agosto,Islas Baleares,Unión Europea (sin España),1849125.0,229307.0,8.06,2015-08-01
2015,Septiembre,Islas Baleares,Unión Europea (sin España),1362429.0,176069.0,7.74,2015-09-01
2015,Octubre,Islas Baleares,Unión Europea (sin España),666677.0,78530.0,8.49,2015-10-01
2015,Noviembre,Islas Baleares,Unión Europea (sin España),26240.0,3284.0,7.99,2015-11-01
2015,Diciembre,Islas Baleares,Unión Europea (sin España),24807.0,3112.0,7.97,2015-12-01
2015,Enero,Islas Baleares,Alemania,11266.0,1032.0,10.92,2015-01-01
2015,Febrero,Islas Baleares,Alemania,12894.0,1182.0,10.91,2015-02-01
2015,Marzo,Islas Baleares,Alemania,21959.0,2026.0,10.84,2015-03-01
2015,Abril,Islas Baleares,Alemania,95039.0,12576.0,7.56,2015-04-01
2015,Mayo,Islas Baleares,Alemania,251823.0,37394.0,6.73,2015-05-01
2015,Junio,Islas Baleares,Alemania,342372.0,46868.0,7.31,2015-06-01
2015,Julio,Islas Baleares,Alemania,444631.0,59671.0,7.45,2015-07-01
2015,Agosto,Islas Baleares,Alemania,436929.0,49831.0,8.77,2015-08-01
2015,Septiembre,Islas Baleares,Alemania,369681.0,45654.0,8.1,2015-09-01
2015,Octubre,Islas Baleares,Alemania,296933.0,32117.0,9.25,2015-10-01
2015,Noviembre,Islas Baleares,Alemania,15047.0,1749.0,8.6,2015-11-01
2015,Diciembre,Islas Baleares,Alemania,17287.0,1906.0,9.07,2015-12-01
2015,Enero,Islas Baleares,Austria,593.0,59.0,10.05,2015-01-01
2015,Febrero,Islas Baleares,Austria,370.0,52.0,7.12,2015-02-01
2015,Marzo,Islas Baleares,Austria,914.0,120.0,7.62,2015-03-01
2015,Abril,Islas Baleares,Austria,1177.0,199.0,5.91,2015-04-01
2015,Mayo,Islas Baleares,Austria,1831.0,407.0,4.5,2015-05-01
2015,Junio,Islas Baleares,Austria,6523.0,1052.0,6.2,2015-06-01
2015,Julio,Islas Baleares,Austria,8343.0,1166.0,7.16,2015-07-01
2015,Agosto,Islas Baleares,Austria,10351.0,1459.0,7.09,2015-08-01
2015,Septiembre,Islas Baleares,Austria,5610.0,960.0,5.84,2015-09-01
2015,Octubre,Islas Baleares,Austria,2678.0,240.0,11.16,2015-10-01
2015,Noviembre,Islas Baleares,Austria,450.0,72.0,6.25,2015-11-01
2015,Diciembre,Islas Baleares,Austria,394.0,66.0,5.97,2015-12-01
2015,Enero,Islas Baleares,Bélgica,184.0,51.0,3.61,2015-01-01
2015,Febrero,Islas Baleares,Bélgica,76.0,34.0,2.24,2015-02-01
2015,Marzo,Islas Baleares,Bélgica,108.0,16.0,6.75,2015-03-01
2015,Abril,Islas Baleares,Bélgica,1386.0,169.0,8.2,2015-04-01
2015,Mayo,Islas Baleares,Bélgica,4580.0,1059.0,4.32,2015-05-01
2015,Junio,Islas Baleares,Bélgica,10156.0,1738.0,5.84,2015-06-01
2015,Julio,Islas Baleares,Bélgica,21251.0,3185.0,6.67,2015-07-01
2015,Agosto,Islas Baleares,Bélgica,21219.0,5883.0,3.61,2015-08-01
2015,Septiembre,Islas Baleares,Bélgica,11237.0,1641.0,6.85,2015-09-01
2015,Octubre,Islas Baleares,Bélgica,9170.0,483.0,18.99,2015-10-01
2015,Noviembre,Islas Baleares,Bélgica,420.0,66.0,6.36,2015-11-01
2015,Diciembre,Islas Baleares,Bélgica,439.0,59.0,7.44,2015-12-01
2015,Enero,Islas Baleares,Dinamarca,0.0,0.0,0.0,2015-01-01
2015,Febrero,Islas Baleares,Dinamarca,0.0,0.0,0.0,2015-02-01
2015,Marzo,Islas Baleares,Dinamarca,1041.0,177.0,5.88,2015-03-01
2015,Abril,Islas Baleares,Dinamarca,5889.0,786.0,7.49,2015-04-01
2015,Mayo,Islas Baleares,Dinamarca,28334.0,4137.0,6.85,2015-05-01
2015,Junio,Islas Baleares,Dinamarca,28202.0,3567.0,7.91,2015-06-01
2015,Julio,Islas Baleares,Dinamarca,50431.0,5616.0,8.98,2015-07-01
2015,Agosto,Islas Baleares,Dinamarca,32992.0,4064.0,8.12,2015-08-01
2015,Septiembre,Islas Baleares,Dinamarca,30805.0,3631.0,8.48,2015-09-01
2015,Octubre,Islas Baleares,Dinamarca,14047.0,2161.0,6.5,2015-10-01
2015,Noviembre,Islas Baleares,Dinamarca,402.0,48.0,8.38,2015-11-01
2015,Diciembre,Islas Baleares,Dinamarca,227.0,17.0,13.35,2015-12-01
2015,Enero,Islas Baleares,Finlandia,0.0,0.0,0.0,2015-01-01
2015,Febrero,Islas Baleares,Finlandia,0.0,0.0,0.0,2015-02-01
2015,Marzo,Islas Baleares,Finlandia,214.0,24.0,8.92,2015-03-01
2015,Abril,Islas Baleares,Finlandia,1117.0,203.0,5.5,2015-04-01
2015,Mayo,Islas Baleares,Finlandia,3696.0,585.0,6.32,2015-05-01
2015,Junio,Islas Baleares,Finlandia,6331.0,681.0,9.3,2015-06-01
2015,Julio,Islas Baleares,Finlandia,5109.0,501.0,10.2,2015-07-01
2015,Agosto,Islas Baleares,Finlandia,5362.0,687.0,7.8,2015-08-01
2015,Septiembre,Islas Baleares,Finlandia,5206.0,694.0,7.5,2015-09-01
2015,Octubre,Islas Baleares,Finlandia,3038.0,416.0,7.3,2015-10-01
2015,Noviembre,Islas Baleares,Finlandia,195.0,14.0,13.93,2015-11-01
2015,Diciembre,Islas Baleares,Finlandia,395.0,34.0,11.62,2015-12-01
2015,Enero,Islas Baleares,Francia,505.0,33.0,15.3,2015-01-01
2015,Febrero,Islas Baleares,Francia,286.0,28.0,10.21,2015-02-01
2015,Marzo,Islas Baleares,Francia,717.0,83.0,8.64,2015-03-01
2015,Abril,Islas Baleares,Francia,2513.0,520.0,4.83,2015-04-01
2015,Mayo,Islas Baleares,Francia,32986.0,5848.0,5.64,2015-05-01
2015,Junio,Islas Baleares,Francia,47284.0,6901.0,6.85,2015-06-01
2015,Julio,Islas Baleares,Francia,67888.0,8026.0,8.46,2015-07-01
2015,Agosto,Islas Baleares,Francia,83386.0,9886.0,8.43,2015-08-01
2015,Septiembre,Islas Baleares,Francia,47145.0,6900.0,6.83,2015-09-01
2015,Octubre,Islas Baleares,Francia,17854.0,2783.0,6.42,2015-10-01
2015,Noviembre,Islas Baleares,Francia,465.0,57.0,8.16,2015-11-01
2015,Diciembre,Islas Baleares,Francia,362.0,71.0,5.1,2015-12-01
2015,Enero,Islas Baleares,Grecia,0.0,0.0,0.0,2015-01-01
2015,Febrero,Islas Baleares,Grecia,0.0,0.0,0.0,2015-02-01
2015,Marzo,Islas Baleares,Grecia,0.0,0.0,0.0,2015-03-01
2015,Abril,Islas Baleares,Grecia,135.0,37.0,3.65,2015-04-01
2015,Mayo,Islas Baleares,Grecia,270.0,76.0,3.55,2015-05-01
2015,Junio,Islas Baleares,Grecia,999.0,208.0,4.8,2015-06-01
2015,Julio,Islas Baleares,Grecia,897.0,173.0,5.18,2015-07-01
2015,Agosto,Islas Baleares,Grecia,505.0,122.0,4.14,2015-08-01
2015,Septiembre,Islas Baleares,Grecia,350.0,79.0,4.43,2015-09-01
2015,Octubre,Islas Baleares,Grecia,0.0,0.0,0.0,2015-10-01
2015,Noviembre,Islas Baleares,Grecia,0.0,0.0,0.0,2015-11-01
2015,Diciembre,Islas Baleares,Grecia,0.0,0.0,0.0,2015-12-01
2015,Enero,Islas Baleares,Irlanda,0.0,0.0,0.0,2015-01-01
2015,Febrero,Islas Baleares,Irlanda,0.0,0.0,0.0,2015-02-01
2015,Marzo,Islas Baleares,Irlanda,791.0,103.0,7.68,2015-03-01
2015,Abril,Islas Baleares,Irlanda,1834.0,386.0,4.75,2015-04-01
2015,Mayo,Islas Baleares,Irlanda,40796.0,6356.0,6.42,2015-05-01
2015,Junio,Islas Baleares,Irlanda,78931.0,10060.0,7.85,2015-06-01
2015,Julio,Islas Baleares,Irlanda,95170.0,11045.0,8.62,2015-07-01
2015,Agosto,Islas Baleares,Irlanda,82536.0,9012.0,9.16,2015-08-01
2015,Septiembre,Islas Baleares,Irlanda,53334.0,6800.0,7.84,2015-09-01
2015,Octubre,Islas Baleares,Irlanda,27120.0,2869.0,9.45,2015-10-01
2015,Noviembre,Islas Baleares,Irlanda,128.0,16.0,8.0,2015-11-01
2015,Diciembre,Islas Baleares,Irlanda,0.0,0.0,0.0,2015-12-01
2015,Enero,Islas Baleares,Italia,218.0,33.0,6.61,2015-01-01
2015,Febrero,Islas Baleares,Italia,196.0,44.0,4.45,2015-02-01
2015,Marzo,Islas Baleares,Italia,213.0,56.0,3.8,2015-03-01
2015,Abril,Islas Baleares,Italia,1817.0,366.0,4.96,2015-04-01
2015,Mayo,Islas Baleares,Italia,24632.0,6193.0,3.98,2015-05-01
2015,Junio,Islas Baleares,Italia,88988.0,15128.0,5.88,2015-06-01
2015,Julio,Islas Baleares,Italia,134507.0,18338.0,7.33,2015-07-01
2015,Agosto,Islas Baleares,Italia,184676.0,23795.0,7.76,2015-08-01
2015,Septiembre,Islas Baleares,Italia,85893.0,12766.0,6.73,2015-09-01
2015,Octubre,Islas Baleares,Italia,10555.0,1639.0,6.44,2015-10-01
2015,Noviembre,Islas Baleares,Italia,362.0,37.0,9.78,2015-11-01
2015,Diciembre,Islas Baleares,Italia,621.0,106.0,5.86,2015-12-01
2015,Enero,Islas Baleares,Luxemburgo,0.0,0.0,0.0,2015-01-01
2015,Febrero,Islas Baleares,Luxemburgo,0.0,0.0,0.0,2015-02-01
2015,Marzo,Islas Baleares,Luxemburgo,0.0,0.0,0.0,2015-03-01
2015,Abril,Islas Baleares,Luxemburgo,163.0,35.0,4.66,2015-04-01
2015,Mayo,Islas Baleares,Luxemburgo,1346.0,255.0,5.28,2015-05-01
2015,Junio,Islas Baleares,Luxemburgo,4487.0,507.0,8.85,2015-06-01
2015,Julio,Islas Baleares,Luxemburgo,7498.0,627.0,11.96,2015-07-01
2015,Agosto,Islas Baleares,Luxemburgo,10007.0,666.0,15.03,2015-08-01
2015,Septiembre,Islas Baleares,Luxemburgo,4661.0,314.0,14.84,2015-09-01
2015,Octubre,Islas Baleares,Luxemburgo,642.0,73.0,8.79,2015-10-01
2015,Noviembre,Islas Baleares,Luxemburgo,137.0,16.0,8.56,2015-11-01
2015,Diciembre,Islas Baleares,Luxemburgo,43.0,12.0,3.58,2015-12-01
2015,Enero,Islas Baleares,Países Bajos,129.0,30.0,4.3,2015-01-01
2015,Febrero,Islas Baleares,Países Bajos,392.0,82.0,4.78,2015-02-01
2015,Marzo,Islas Baleares,Países Bajos,166.0,30.0,5.53,2015-03-01
2015,Abril,Islas Baleares,Países Bajos,5196.0,1059.0,4.91,2015-04-01
2015,Mayo,Islas Baleares,Países Bajos,46618.0,6638.0,7.02,2015-05-01
2015,Junio,Islas Baleares,Países Bajos,67318.0,7331.0,9.18,2015-06-01
2015,Julio,Islas Baleares,Países Bajos,92448.0,9591.0,9.64,2015-07-01
2015,Agosto,Islas Baleares,Países Bajos,84712.0,9096.0,9.31,2015-08-01
2015,Septiembre,Islas Baleares,Países Bajos,64653.0,7261.0,8.9,2015-09-01
2015,Octubre,Islas Baleares,Países Bajos,30139.0,4027.0,7.48,2015-10-01
2015,Noviembre,Islas Baleares,Países Bajos,277.0,62.0,4.47,2015-11-01
2015,Diciembre,Islas Baleares,Países Bajos,408.0,81.0,5.04,2015-12-01
2015,Enero,Islas Baleares,Polonia,128.0,20.0,6.4,2015-01-01
2015,Febrero,Islas Baleares,Polonia,104.0,24.0,4.33,2015-02-01
2015,Marzo,Islas Baleares,Polonia,36.0,22.0,1.64,2015-03-01
2015,Abril,Islas Baleares,Polonia,1513.0,321.0,4.71,2015-04-01
2015,Mayo,Islas Baleares,Polonia,3675.0,732.0,5.02,2015-05-01
2015,Junio,Islas Baleares,Polonia,8857.0,1233.0,7.18,2015-06-01
2015,Julio,Islas Baleares,Polonia,9339.0,976.0,9.57,2015-07-01
2015,Agosto,Islas Baleares,Polonia,7763.0,1115.0,6.96,2015-08-01
2015,Septiembre,Islas Baleares,Polonia,8624.0,1181.0,7.3,2015-09-01
2015,Octubre,Islas Baleares,Polonia,2822.0,370.0,7.63,2015-10-01
2015,Noviembre,Islas Baleares,Polonia,397.0,78.0,5.09,2015-11-01
2015,Diciembre,Islas Baleares,Polonia,50.0,12.0,4.17,2015-12-01
2015,Enero,Islas Baleares,Portugal,261.0,56.0,4.66,2015-01-01
2015,Febrero,Islas Baleares,Portugal,136.0,12.0,11.33,2015-02-01
2015,Marzo,Islas Baleares,Portugal,93.0,19.0,4.89,2015-03-01
2015,Abril,Islas Baleares,Portugal,604.0,108.0,5.59,2015-04-01
2015,Mayo,Islas Baleares,Portugal,1227.0,245.0,5.01,2015-05-01
2015,Junio,Islas Baleares,Portugal,3174.0,650.0,4.88,2015-06-01
2015,Julio,Islas Baleares,Portugal,4201.0,991.0,4.24,2015-07-01
2015,Agosto,Islas Baleares,Portugal,6259.0,988.0,6.34,2015-08-01
2015,Septiembre,Islas Baleares,Portugal,12927.0,1651.0,7.83,2015-09-01
2015,Octubre,Islas Baleares,Portugal,770.0,134.0,5.75,2015-10-01
2015,Noviembre,Islas Baleares,Portugal,0.0,0.0,0.0,2015-11-01
2015,Diciembre,Islas Baleares,Portugal,0.0,0.0,0.0,2015-12-01
2015,Enero,Islas Baleares,Reino Unido,2254.0,382.0,5.9,2015-01-01
2015,Febrero,Islas Baleares,Reino Unido,2268.0,442.0,5.13,2015-02-01
2015,Marzo,Islas Baleares,Reino Unido,5738.0,1170.0,4.9,2015-03-01
2015,Abril,Islas Baleares,Reino Unido,60632.0,9593.0,6.32,2015-04-01
2015,Mayo,Islas Baleares,Reino Unido,311059.0,47341.0,6.57,2015-05-01
2015,Junio,Islas Baleares,Reino Unido,615966.0,82223.0,7.49,2015-06-01
2015,Julio,Islas Baleares,Reino Unido,806119.0,105000.0,7.68,2015-07-01
2015,Agosto,Islas Baleares,Reino Unido,827250.0,105321.0,7.85,2015-08-01
2015,Septiembre,Islas Baleares,Reino Unido,603374.0,78617.0,7.67,2015-09-01
2015,Octubre,Islas Baleares,Reino Unido,228915.0,28844.0,7.94,2015-10-01
2015,Noviembre,Islas Baleares,Reino Unido,5650.0,924.0,6.11,2015-11-01
2015,Diciembre,Islas Baleares,Reino Unido,4191.0,666.0,6.29,2015-12-01
2015,Enero,Islas Baleares,República Checa,60.0,18.0,3.33,2015-01-01
2015,Febrero,Islas Baleares,República Checa,0.0,0.0,0.0,2015-02-01
2015,Marzo,Islas Baleares,República Checa,254.0,39.0,6.51,2015-03-01
2015,Abril,Islas Baleares,República Checa,403.0,78.0,5.17,2015-04-01
2015,Mayo,Islas Baleares,República Checa,2495.0,527.0,4.73,2015-05-01
2015,Junio,Islas Baleares,República Checa,2827.0,421.0,6.71,2015-06-01
2015,Julio,Islas Baleares,República Checa,6175.0,816.0,7.57,2015-07-01
2015,Agosto,Islas Baleares,República Checa,1656.0,150.0,11.04,2015-08-01
2015,Septiembre,Islas Baleares,República Checa,3644.0,404.0,9.02,2015-09-01
2015,Octubre,Islas Baleares,República Checa,4176.0,439.0,9.51,2015-10-01
2015,Noviembre,Islas Baleares,República Checa,69.0,16.0,4.31,2015-11-01
2015,Diciembre,Islas Baleares,República Checa,0.0,0.0,0.0,2015-12-01
2015,Enero,Islas Baleares,Suecia,2115.0,173.0,12.23,2015-01-01
2015,Febrero,Islas Baleares,Suecia,2264.0,44.0,51.45,2015-02-01
2015,Marzo,Islas Baleares,Suecia,3123.0,223.0,14.0,2015-03-01
2015,Abril,Islas Baleares,Suecia,7787.0,1272.0,6.12,2015-04-01
2015,Mayo,Islas Baleares,Suecia,25591.0,4339.0,5.9,2015-05-01
2015,Junio,Islas Baleares,Suecia,48757.0,6514.0,7.48,2015-06-01
2015,Julio,Islas Baleares,Suecia,57052.0,6743.0,8.46,2015-07-01
2015,Agosto,Islas Baleares,Suecia,45527.0,6228.0,7.31,2015-08-01
2015,Septiembre,Islas Baleares,Suecia,47271.0,6294.0,7.51,2015-09-01
2015,Octubre,Islas Baleares,Suecia,10960.0,1227.0,8.93,2015-10-01
2015,Noviembre,Islas Baleares,Suecia,1623.0,57.0,28.47,2015-11-01
2015,Diciembre,Islas Baleares,Suecia,265.0,45.0,5.89,2015-12-01
2015,Enero,Islas Baleares,Resto de la UE,346.0,39.0,8.87,2015-01-01
2015,Febrero,Islas Baleares,Resto de la UE,0.0,0.0,0.0,2015-02-01
2015,Marzo,Islas Baleares,Resto de la UE,0.0,0.0,0.0,2015-03-01
2015,Abril,Islas Baleares,Resto de la UE,954.0,151.0,6.32,2015-04-01
2015,Mayo,Islas Baleares,Resto de la UE,4234.0,957.0,4.42,2015-05-01
2015,Junio,Islas Baleares,Resto de la UE,6674.0,1426.0,4.68,2015-06-01
2015,Julio,Islas Baleares,Resto de la UE,10333.0,1598.0,6.47,2015-07-01
2015,Agosto,Islas Baleares,Resto de la UE,7995.0,1004.0,7.96,2015-08-01
2015,Septiembre,Islas Baleares,Resto de la UE,8014.0,1221.0,6.56,2015-09-01
2015,Octubre,Islas Baleares,Resto de la UE,6853.0,706.0,9.71,2015-10-01
2015,Noviembre,Islas Baleares,Resto de la UE,472.0,42.0,11.24,2015-11-01
2015,Diciembre,Islas Baleares,Resto de la UE,108.0,29.0,3.72,2015-12-01
2015,Enero,Islas Baleares,Noruega,1145.0,50.0,22.9,2015-01-01
2015,Febrero,Islas Baleares,Noruega,958.0,38.0,25.21,2015-02-01
2015,Marzo,Islas Baleares,Noruega,706.0,12.0,58.83,2015-03-01
2015,Abril,Islas Baleares,Noruega,1364.0,266.0,5.13,2015-04-01
2015,Mayo,Islas Baleares,Noruega,10523.0,2008.0,5.24,2015-05-01
2015,Junio,Islas Baleares,Noruega,27189.0,3629.0,7.49,2015-06-01
2015,Julio,Islas Baleares,Noruega,49140.0,5621.0,8.74,2015-07-01
2015,Agosto,Islas Baleares,Noruega,31074.0,3727.0,8.34,2015-08-01
2015,Septiembre,Islas Baleares,Noruega,26306.0,3051.0,8.62,2015-09-01
2015,Octubre,Islas Baleares,Noruega,5907.0,732.0,8.07,2015-10-01
2015,Noviembre,Islas Baleares,Noruega,0.0,0.0,0.0,2015-11-01
2015,Diciembre,Islas Baleares,Noruega,0.0,0.0,0.0,2015-12-01
2015,Enero,Islas Baleares,Rusia,215.0,83.0,2.59,2015-01-01
2015,Febrero,Islas Baleares,Rusia,0.0,0.0,0.0,2015-02-01
2015,Marzo,Islas Baleares,Rusia,0.0,0.0,0.0,2015-03-01
2015,Abril,Islas Baleares,Rusia,502.0,97.0,5.18,2015-04-01
2015,Mayo,Islas Baleares,Rusia,6307.0,1040.0,6.06,2015-05-01
2015,Junio,Islas Baleares,Rusia,10390.0,1585.0,6.56,2015-06-01
2015,Julio,Islas Baleares,Rusia,5752.0,959.0,6.0,2015-07-01
2015,Agosto,Islas Baleares,Rusia,14199.0,1993.0,7.12,2015-08-01
2015,Septiembre,Islas Baleares,Rusia,7463.0,963.0,7.75,2015-09-01
2015,Octubre,Islas Baleares,Rusia,3997.0,611.0,6.54,2015-10-01
2015,Noviembre,Islas Baleares,Rusia,121.0,14.0,8.64,2015-11-01
2015,Diciembre,Islas Baleares,Rusia,152.0,45.0,3.38,2015-12-01
2015,Enero,Islas Baleares,Suiza,366.0,107.0,3.42,2015-01-01
2015,Febrero,Islas Baleares,Suiza,518.0,106.0,4.89,2015-02-01
2015,Marzo,Islas Baleares,Suiza,693.0,69.0,10.04,2015-03-01
2015,Abril,Islas Baleares,Suiza,4730.0,763.0,6.2,2015-04-01
2015,Mayo,Islas Baleares,Suiza,6472.0,1001.0,6.47,2015-05-01
2015,Junio,Islas Baleares,Suiza,9964.0,1673.0,5.96,2015-06-01
2015,Julio,Islas Baleares,Suiza,19205.0,2544.0,7.55,2015-07-01
2015,Agosto,Islas Baleares,Suiza,12804.0,2332.0,5.49,2015-08-01
2015,Septiembre,Islas Baleares,Suiza,12499.0,2142.0,5.84,2015-09-01
2015,Octubre,Islas Baleares,Suiza,7035.0,1248.0,5.64,2015-10-01
2015,Noviembre,Islas Baleares,Suiza,642.0,84.0,7.64,2015-11-01
2015,Diciembre,Islas Baleares,Suiza,518.0,74.0,7.0,2015-12-01
2015,Enero,Islas Baleares,Resto de Europa,0.0,0.0,0.0,2015-01-01
2015,Febrero,Islas Baleares,Resto de Europa,200.0,64.0,3.12,2015-02-01
2015,Marzo,Islas Baleares,Resto de Europa,0.0,0.0,0.0,2015-03-01
2015,Abril,Islas Baleares,Resto de Europa,365.0,88.0,4.15,2015-04-01
2015,Mayo,Islas Baleares,Resto de Europa,2536.0,524.0,4.84,2015-05-01
2015,Junio,Islas Baleares,Resto de Europa,5150.0,1035.0,4.98,2015-06-01
2015,Julio,Islas Baleares,Resto de Europa,7678.0,1183.0,6.49,2015-07-01
2015,Agosto,Islas Baleares,Resto de Europa,4650.0,740.0,6.28,2015-08-01
2015,Septiembre,Islas Baleares,Resto de Europa,3444.0,658.0,5.23,2015-09-01
2015,Octubre,Islas Baleares,Resto de Europa,1321.0,123.0,10.74,2015-10-01
2015,Noviembre,Islas Baleares,Resto de Europa,32.0,11.0,2.91,2015-11-01
2015,Diciembre,Islas Baleares,Resto de Europa,51.0,15.0,3.4,2015-12-01
2015,Enero,Islas Baleares,Estados Unidos,243.0,33.0,7.36,2015-01-01
2015,Febrero,Islas Baleares,Estados Unidos,186.0,26.0,7.15,2015-02-01
2015,Marzo,Islas Baleares,Estados Unidos,407.0,76.0,5.36,2015-03-01
2015,Abril,Islas Baleares,Estados Unidos,1064.0,212.0,5.02,2015-04-01
2015,Mayo,Islas Baleares,Estados Unidos,3737.0,954.0,3.92,2015-05-01
2015,Junio,Islas Baleares,Estados Unidos,4260.0,1020.0,4.18,2015-06-01
2015,Julio,Islas Baleares,Estados Unidos,9504.0,2068.0,4.6,2015-07-01
2015,Agosto,Islas Baleares,Estados Unidos,7430.0,1754.0,4.24,2015-08-01
2015,Septiembre,Islas Baleares,Estados Unidos,3209.0,839.0,3.82,2015-09-01
2015,Octubre,Islas Baleares,Estados Unidos,863.0,190.0,4.54,2015-10-01
2015,Noviembre,Islas Baleares,Estados Unidos,680.0,100.0,6.8,2015-11-01
2015,Diciembre,Islas Baleares,Estados Unidos,1112.0,141.0,7.89,2015-12-01
2015,Enero,Islas Baleares,Resto de América,118.0,23.0,5.13,2015-01-01
2015,Febrero,Islas Baleares,Resto de América,148.0,16.0,9.25,2015-02-01
2015,Marzo,Islas Baleares,Resto de América,262.0,37.0,7.08,2015-03-01
2015,Abril,Islas Baleares,Resto de América,685.0,113.0,6.06,2015-04-01
2015,Mayo,Islas Baleares,Resto de América,3139.0,567.0,5.54,2015-05-01
2015,Junio,Islas Baleares,Resto de América,3165.0,609.0,5.2,2015-06-01
2015,Julio,Islas Baleares,Resto de América,3931.0,854.0,4.6,2015-07-01
2015,Agosto,Islas Baleares,Resto de América,6291.0,1858.0,3.39,2015-08-01
2015,Septiembre,Islas Baleares,Resto de América,3588.0,748.0,4.8,2015-09-01
2015,Octubre,Islas Baleares,Resto de América,2020.0,286.0,7.06,2015-10-01
2015,Noviembre,Islas Baleares,Resto de América,549.0,35.0,15.69,2015-11-01
2015,Diciembre,Islas Baleares,Resto de América,445.0,94.0,4.73,2015-12-01
2015,Enero,Islas Baleares,Países africanos,0.0,0.0,0.0,2015-01-01
2015,Febrero,Islas Baleares,Países africanos,0.0,0.0,0.0,2015-02-01
2015,Marzo,Islas Baleares,Países africanos,33.0,16.0,2.06,2015-03-01
2015,Abril,Islas Baleares,Países africanos,151.0,26.0,5.81,2015-04-01
2015,Mayo,Islas Baleares,Países africanos,1516.0,218.0,6.95,2015-05-01
2015,Junio,Islas Baleares,Países africanos,2247.0,348.0,6.46,2015-06-01
2015,Julio,Islas Baleares,Países africanos,2444.0,311.0,7.86,2015-07-01
2015,Agosto,Islas Baleares,Países africanos,3879.0,678.0,5.72,2015-08-01
2015,Septiembre,Islas Baleares,Países africanos,1458.0,195.0,7.48,2015-09-01
