Provincias;País de residencia;Meses;Total
07 Balears, Illes;Unión Europea (sin España);Mayo;163.359
07 Balears, Illes;Unión Europea (sin España);Junio;195.003
07 Balears, Illes;Unión Europea (sin España);Julio;223.261
07 Balears, Illes;Unión Europea (sin España);Agosto;221.190
07 Balears, Illes;Unión Europea (sin España);Septiembre;196.072
07 Balears, Illes;Unión Europea (sin España);Octubre;92.232
07 Balears, Illes;Unión Europea (sin España);Noviembre;3.432
07 Balears, Illes;Unión Europea (sin España);Diciembre;3.065
07 Balears, Illes;Alemania;Enero;745
07 Balears, Illes;Alemania;Febrero;2.399
07 Balears, Illes;Alemania;Marzo;3.603
07 Balears, Illes;Alemania;Abril;13.759
07 Balears, Illes;Alemania;Mayo;32.746
07 Balears, Illes;Alemania;Junio;32.588
07 Balears, Illes;Alemania;Julio;38.017
07 Balears, Illes;Alemania;Agosto;34.053
07 Balears, Illes;Alemania;Septiembre;36.279
07 Balears, Illes;Alemania;Octubre;22.567
07 Balears, Illes;Alemania;Noviembre;1.487
07 Balears, Illes;Alemania;Diciembre;1.445
07 Balears, Illes;Austria;Enero;38
07 Balears, Illes;Austria;Febrero;64
07 Balears, Illes;Austria;Marzo;127
07 Balears, Illes;Austria;Abril;209
07 Balears, Illes;Austria;Mayo;667
07 Balears, Illes;Austria;Junio;1.927
07 Balears, Illes;Austria;Julio;1.407
07 Balears, Illes;Austria;Agosto;1.623
07 Balears, Illes;Austria;Septiembre;1.783
07 Balears, Illes;Austria;Octubre;508
07 Balears, Illes;Austria;Noviembre;46
07 Balears, Illes;Austria;Diciembre;95
07 Balears, Illes;Bélgica;Enero;12
07 Balears, Illes;Bélgica;Febrero;16
07 Balears, Illes;Bélgica;Marzo;86
07 Balears, Illes;Bélgica;Abril;449
07 Balears, Illes;Bélgica;Mayo;1.177
07 Balears, Illes;Bélgica;Junio;1.828
07 Balears, Illes;Bélgica;Julio;2.202
07 Balears, Illes;Bélgica;Agosto;1.687
07 Balears, Illes;Bélgica;Septiembre;1.616
07 Balears, Illes;Bélgica;Octubre;559
07 Balears, Illes;Bélgica;Noviembre;36
07 Balears, Illes;Bélgica;Diciembre;47
07 Balears, Illes;Dinamarca;Enero;12
07 Balears, Illes;Dinamarca;Febrero;32
07 Balears, Illes;Dinamarca;Marzo;181
07 Balears, Illes;Dinamarca;Abril;1.231
07 Balears, Illes;Dinamarca;Mayo;3.414
07 Balears, Illes;Dinamarca;Junio;4.643
07 Balears, Illes;Dinamarca;Julio;8.841
07 Balears, Illes;Dinamarca;Agosto;4.944
07 Balears, Illes;Dinamarca;Septiembre;3.486
07 Balears, Illes;Dinamarca;Octubre;1.395
07 Balears, Illes;Dinamarca;Noviembre;65
07 Balears, Illes;Dinamarca;Diciembre;49
07 Balears, Illes;Finlandia;Enero;54
07 Balears, Illes;Finlandia;Febrero;70
07 Balears, Illes;Finlandia;Marzo;174
07 Balears, Illes;Finlandia;Abril;337
07 Balears, Illes;Finlandia;Mayo;737
07 Balears, Illes;Finlandia;Junio;1.178
07 Balears, Illes;Finlandia;Julio;1.179
07 Balears, Illes;Finlandia;Agosto;703
07 Balears, Illes;Finlandia;Septiembre;865
07 Balears, Illes;Finlandia;Octubre;378
07 Balears, Illes;Finlandia;Noviembre;73
07 Balears, Illes;Finlandia;Diciembre;73
07 Balears, Illes;Francia;Enero;30
07 Balears, Illes;Francia;Febrero;138
07 Balears, Illes;Francia;Marzo;324
07 Balears, Illes;Francia;Abril;2.058
07 Balears, Illes;Francia;Mayo;7.488
07 Balears, Illes;Francia;Junio;9.572
07 Balears, Illes;Francia;Julio;12.035
07 Balears, Illes;Francia;Agosto;13.952
07 Balears, Illes;Francia;Septiembre;8.873
07 Balears, Illes;Francia;Octubre;3.869
07 Balears, Illes;Francia;Noviembre;121
07 Balears, Illes;Francia;Diciembre;117
07 Balears, Illes;Grecia;Enero;..
07 Balears, Illes;Grecia;Febrero;12
07 Balears, Illes;Grecia;Marzo;10
07 Balears, Illes;Grecia;Abril;..
07 Balears, Illes;Grecia;Mayo;114
07 Balears, Illes;Grecia;Junio;156
07 Balears, Illes;Grecia;Julio;307
07 Balears, Illes;Grecia;Agosto;206
07 Balears, Illes;Grecia;Septiembre;167
07 Balears, Illes;Grecia;Octubre;221
07 Balears, Illes;Grecia;Noviembre;18
07 Balears, Illes;Grecia;Diciembre;..
07 Balears, Illes;Irlanda;Enero;..
07 Balears, Illes;Irlanda;Febrero;24
07 Balears, Illes;Irlanda;Marzo;109
07 Balears, Illes;Irlanda;Abril;1.536
07 Balears, Illes;Irlanda;Mayo;5.709
07 Balears, Illes;Irlanda;Junio;8.179
07 Balears, Illes;Irlanda;Julio;7.110
07 Balears, Illes;Irlanda;Agosto;5.356
07 Balears, Illes;Irlanda;Septiembre;5.673
07 Balears, Illes;Irlanda;Octubre;3.015
07 Balears, Illes;Irlanda;Noviembre;16
07 Balears, Illes;Irlanda;Diciembre;..
07 Balears, Illes;Italia;Enero;44
07 Balears, Illes;Italia;Febrero;88
07 Balears, Illes;Italia;Marzo;538
07 Balears, Illes;Italia;Abril;1.511
07 Balears, Illes;Italia;Mayo;8.366
07 Balears, Illes;Italia;Junio;16.709
07 Balears, Illes;Italia;Julio;26.811
07 Balears, Illes;Italia;Agosto;32.085
07 Balears, Illes;Italia;Septiembre;20.236
07 Balears, Illes;Italia;Octubre;4.805
07 Balears, Illes;Italia;Noviembre;91
07 Balears, Illes;Italia;Diciembre;110
07 Balears, Illes;Luxemburgo;Enero;..
07 Balears, Illes;Luxemburgo;Febrero;16
07 Balears, Illes;Luxemburgo;Marzo;31
07 Balears, Illes;Luxemburgo;Abril;..
07 Balears, Illes;Luxemburgo;Mayo;324
07 Balears, Illes;Luxemburgo;Junio;250
07 Balears, Illes;Luxemburgo;Julio;192
07 Balears, Illes;Luxemburgo;Agosto;192
07 Balears, Illes;Luxemburgo;Septiembre;121
07 Balears, Illes;Luxemburgo;Octubre;12
07 Balears, Illes;Luxemburgo;Noviembre;12
07 Balears, Illes;Luxemburgo;Diciembre;..
07 Balears, Illes;Países Bajos;Enero;83
07 Balears, Illes;Países Bajos;Febrero;44
07 Balears, Illes;Países Bajos;Marzo;295
07 Balears, Illes;Países Bajos;Abril;1.581
07 Balears, Illes;Países Bajos;Mayo;13.154
07 Balears, Illes;Países Bajos;Junio;14.004
07 Balears, Illes;Países Bajos;Julio;14.577
07 Balears, Illes;Países Bajos;Agosto;13.736
07 Balears, Illes;Países Bajos;Septiembre;12.190
07 Balears, Illes;Países Bajos;Octubre;8.402
07 Balears, Illes;Países Bajos;Noviembre;48
07 Balears, Illes;Países Bajos;Diciembre;106
07 Balears, Illes;Polonia;Enero;17
07 Balears, Illes;Polonia;Febrero;46
07 Balears, Illes;Polonia;Marzo;166
07 Balears, Illes;Polonia;Abril;1.033
07 Balears, Illes;Polonia;Mayo;2.218
07 Balears, Illes;Polonia;Junio;2.519
07 Balears, Illes;Polonia;Julio;3.270
07 Balears, Illes;Polonia;Agosto;3.540
07 Balears, Illes;Polonia;Septiembre;4.298
07 Balears, Illes;Polonia;Octubre;2.131
07 Balears, Illes;Polonia;Noviembre;243
07 Balears, Illes;Polonia;Diciembre;69
07 Balears, Illes;Portugal;Enero;34
07 Balears, Illes;Portugal;Febrero;14
07 Balears, Illes;Portugal;Marzo;46
07 Balears, Illes;Portugal;Abril;202
07 Balears, Illes;Portugal;Mayo;530
07 Balears, Illes;Portugal;Junio;1.447
07 Balears, Illes;Portugal;Julio;1.514
07 Balears, Illes;Portugal;Agosto;1.679
07 Balears, Illes;Portugal;Septiembre;1.604
07 Balears, Illes;Portugal;Octubre;246
07 Balears, Illes;Portugal;Noviembre;21
07 Balears, Illes;Portugal;Diciembre;20
07 Balears, Illes;Reino Unido;Enero;210
07 Balears, Illes;Reino Unido;Febrero;467
07 Balears, Illes;Reino Unido;Marzo;1.701
07 Balears, Illes;Reino Unido;Abril;17.129
07 Balears, Illes;Reino Unido;Mayo;66.411
07 Balears, Illes;Reino Unido;Junio;82.468
07 Balears, Illes;Reino Unido;Julio;90.640
07 Balears, Illes;Reino Unido;Agosto;94.208
07 Balears, Illes;Reino Unido;Septiembre;83.028
07 Balears, Illes;Reino Unido;Octubre;38.827
07 Balears, Illes;Reino Unido;Noviembre;847
07 Balears, Illes;Reino Unido;Diciembre;705
07 Balears, Illes;Republica Checa;Enero;16
07 Balears, Illes;Republica Checa;Febrero;16
07 Balears, Illes;Republica Checa;Marzo;105
07 Balears, Illes;Republica Checa;Abril;134
07 Balears, Illes;Republica Checa;Mayo;392
07 Balears, Illes;Republica Checa;Junio;1.303
07 Balears, Illes;Republica Checa;Julio;1.501
07 Balears, Illes;Republica Checa;Agosto;854
07 Balears, Illes;Republica Checa;Septiembre;1.066
07 Balears, Illes;Republica Checa;Octubre;429
07 Balears, Illes;Republica Checa;Noviembre;26
07 Balears, Illes;Republica Checa;Diciembre;49
07 Balears, Illes;Suecia;Enero;116
07 Balears, Illes;Suecia;Febrero;200
07 Balears, Illes;Suecia;Marzo;386
07 Balears, Illes;Suecia;Abril;1.699
07 Balears, Illes;Suecia;Mayo;17.981
07 Balears, Illes;Suecia;Junio;12.942
07 Balears, Illes;Suecia;Julio;10.807
07 Balears, Illes;Suecia;Agosto;9.316
07 Balears, Illes;Suecia;Septiembre;11.063
07 Balears, Illes;Suecia;Octubre;2.549
07 Balears, Illes;Suecia;Noviembre;198
07 Balears, Illes;Suecia;Diciembre;73
07 Balears, Illes;Resto de la UE;Enero;..
07 Balears, Illes;Resto de la UE;Febrero;14
07 Balears, Illes;Resto de la UE;Marzo;51
07 Balears, Illes;Resto de la UE;Abril;659
07 Balears, Illes;Resto de la UE;Mayo;1.933
07 Balears, Illes;Resto de la UE;Junio;3.290
07 Balears, Illes;Resto de la UE;Julio;2.850
07 Balears, Illes;Resto de la UE;Agosto;3.058
07 Balears, Illes;Resto de la UE;Septiembre;3.725
07 Balears, Illes;Resto de la UE;Octubre;2.317
07 Balears, Illes;Resto de la UE;Noviembre;84
07 Balears, Illes;Resto de la UE;Diciembre;36
07 Balears, Illes;Noruega;Enero;89
07 Balears, Illes;Noruega;Febrero;104
07 Balears, Illes;Noruega;Marzo;338
07 Balears, Illes;Noruega;Abril;448
07 Balears, Illes;Noruega;Mayo;2.947
07 Balears, Illes;Noruega;Junio;4.756
07 Balears, Illes;Noruega;Julio;6.531
07 Balears, Illes;Noruega;Agosto;2.970
07 Balears, Illes;Noruega;Septiembre;2.976
07 Balears, Illes;Noruega;Octubre;1.286
07 Balears, Illes;Noruega;Noviembre;57
07 Balears, Illes;Noruega;Diciembre;31
07 Balears, Illes;Rusia;Enero;10
07 Balears, Illes;Rusia;Febrero;12
07 Balears, Illes;Rusia;Marzo;28
07 Balears, Illes;Rusia;Abril;93
07 Balears, Illes;Rusia;Mayo;735
07 Balears, Illes;Rusia;Junio;1.612
07 Balears, Illes;Rusia;Julio;1.791
07 Balears, Illes;Rusia;Agosto;1.625
07 Balears, Illes;Rusia;Septiembre;1.577
07 Balears, Illes;Rusia;Octubre;583
07 Balears, Illes;Rusia;Noviembre;22
07 Balears, Illes;Rusia;Diciembre;55
07 Balears, Illes;Suiza;Enero;28
07 Balears, Illes;Suiza;Febrero;86
07 Balears, Illes;Suiza;Marzo;171
07 Balears, Illes;Suiza;Abril;830
07 Balears, Illes;Suiza;Mayo;1.528
07 Balears, Illes;Suiza;Junio;2.401
07 Balears, Illes;Suiza;Julio;3.096
07 Balears, Illes;Suiza;Agosto;1.882
07 Balears, Illes;Suiza;Septiembre;2.435
07 Balears, Illes;Suiza;Octubre;1.439
07 Balears, Illes;Suiza;Noviembre;62
07 Balears, Illes;Suiza;Diciembre;107
07 Balears, Illes;Resto de Europa;Enero;41
07 Balears, Illes;Resto de Europa;Febrero;20
07 Balears, Illes;Resto de Europa;Marzo;126
07 Balears, Illes;Resto de Europa;Abril;262
07 Balears, Illes;Resto de Europa;Mayo;915
07 Balears, Illes;Resto de Europa;Junio;1.072
07 Balears, Illes;Resto de Europa;Julio;1.248
07 Balears, Illes;Resto de Europa;Agosto;1.714
07 Balears, Illes;Resto de Europa;Septiembre;1.329
07 Balears, Illes;Resto de Europa;Octubre;1.137
07 Balears, Illes;Resto de Europa;Noviembre;48
07 Balears, Illes;Resto de Europa;Diciembre;27
07 Balears, Illes;Estados Unidos;Enero;30
07 Balears, Illes;Estados Unidos;Febrero;84
07 Balears, Illes;Estados Unidos;Marzo;187
07 Balears, Illes;Estados Unidos;Abril;381
07 Balears, Illes;Estados Unidos;Mayo;1.167
07 Balears, Illes;Estados Unidos;Junio;1.679
07 Balears, Illes;Estados Unidos;Julio;2.011
07 Balears, Illes;Estados Unidos;Agosto;1.874
07 Balears, Illes;Estados Unidos;Septiembre;1.273
07 Balears, Illes;Estados Unidos;Octubre;569
07 Balears, Illes;Estados Unidos;Noviembre;136
07 Balears, Illes;Estados Unidos;Diciembre;66
07 Balears, Illes;Resto de América;Enero;24
07 Balears, Illes;Resto de América;Febrero;74
07 Balears, Illes;Resto de América;Marzo;275
07 Balears, Illes;Resto de América;Abril;357
07 Balears, Illes;Resto de América;Mayo;1.601
07 Balears, Illes;Resto de América;Junio;3.151
07 Balears, Illes;Resto de América;Julio;3.763
07 Balears, Illes;Resto de América;Agosto;2.499
07 Balears, Illes;Resto de América;Septiembre;2.349
07 Balears, Illes;Resto de América;Octubre;1.290
07 Balears, Illes;Resto de América;Noviembre;144
07 Balears, Illes;Resto de América;Diciembre;115
07 Balears, Illes;Países Africanos;Enero;22
07 Balears, Illes;Países Africanos;Febrero;18
07 Balears, Illes;Países Africanos;Marzo;30
07 Balears, Illes;Países Africanos;Abril;105
07 Balears, Illes;Países Africanos;Mayo;163
07 Balears, Illes;Países Africanos;Junio;934
07 Balears, Illes;Países Africanos;Julio;666
07 Balears, Illes;Países Africanos;Agosto;575
07 Balears, Illes;Países Africanos;Septiembre;667
07 Balears, Illes;Países Africanos;Octubre;122
07 Balears, Illes;Países Africanos;Noviembre;35
07 Balears, Illes;Países Africanos;Diciembre;43
07 Balears, Illes;Resto del mundo;Enero;82
07 Balears, Illes;Resto del mundo;Febrero;226
07 Balears, Illes;Resto del mundo;Marzo;538
07 Balears, Illes;Resto del mundo;Abril;685
07 Balears, Illes;Resto del mundo;Mayo;1.770
07 Balears, Illes;Resto del mundo;Junio;2.643
07 Balears, Illes;Resto del mundo;Julio;6.147
07 Balears, Illes;Resto del mundo;Agosto;4.941
07 Balears, Illes;Resto del mundo;Septiembre;2.525
07 Balears, Illes;Resto del mundo;Octubre;905
07 Balears, Illes;Resto del mundo;Noviembre;105
07 Balears, Illes;Resto del mundo;Diciembre;240
08 Barcelona;Total;Enero;18.014
08 Barcelona;Total;Febrero;19.862
08 Barcelona;Total;Marzo;25.460
08 Barcelona;Total;Abril;26.444
08 Barcelona;Total;Mayo;30.840
08 Barcelona;Total;Junio;33.405
08 Barcelona;Total;Julio;35.953
08 Barcelona;Total;Agosto;31.037
08 Barcelona;Total;Septiembre;31.532
08 Barcelona;Total;Octubre;28.479
08 Barcelona;Total;Noviembre;21.364
08 Barcelona;Total;Diciembre;20.077
08 Barcelona;Residentes en España;Enero;6.039
08 Barcelona;Residentes en España;Febrero;5.997
08 Barcelona;Residentes en España;Marzo;8.672
08 Barcelona;Residentes en España;Abril;7.498
08 Barcelona;Residentes en España;Mayo;7.912
08 Barcelona;Residentes en España;Junio;9.110
08 Barcelona;Residentes en España;Julio;9.691
08 Barcelona;Residentes en España;Agosto;6.355
08 Barcelona;Residentes en España;Septiembre;11.445
08 Barcelona;Residentes en España;Octubre;8.265
08 Barcelona;Residentes en España;Noviembre;7.134
08 Barcelona;Residentes en España;Diciembre;8.055
08 Barcelona;No residentes en España;Enero;11.975
08 Barcelona;No residentes en España;Febrero;13.865
08 Barcelona;No residentes en España;Marzo;16.788
08 Barcelona;No residentes en España;Abril;18.946
08 Barcelona;No residentes en España;Mayo;22.928
08 Barcelona;No residentes en España;Junio;24.294
08 Barcelona;No residentes en España;Julio;26.262
08 Barcelona;No residentes en España;Agosto;24.682
08 Barcelona;No residentes en España;Septiembre;20.087
08 Barcelona;No residentes en España;Octubre;20.214
08 Barcelona;No residentes en España;Noviembre;14.230
08 Barcelona;No residentes en España;Diciembre;12.022
08 Barcelona;Unión Europea (sin España);Enero;6.424
08 Barcelona;Unión Europea (sin España);Febrero;7.738
08 Barcelona;Unión Europea (sin España);Marzo;10.682
08 Barcelona;Unión Europea (sin España);Abril;12.253
08 Barcelona;Unión Europea (sin España);Mayo;14.129
08 Barcelona;Unión Europea (sin España);Junio;13.684
08 Barcelona;Unión Europea (sin España);Julio;14.865
08 Barcelona;Unión Europea (sin España);Agosto;15.924
08 Barcelona;Unión Europea (sin España);Septiembre;11.564
08 Barcelona;Unión Europea (sin España);Octubre;12.670
08 Barcelona;Unión Europea (sin España);Noviembre;8.314
08 Barcelona;Unión Europea (sin España);Diciembre;7.077
08 Barcelona;Alemania;Enero;833
08 Barcelona;Alemania;Febrero;1.152
08 Barcelona;Alemania;Marzo;1.774
08 Barcelona;Alemania;Abril;1.226
08 Barcelona;Alemania;Mayo;1.858
08 Barcelona;Alemania;Junio;1.578
08 Barcelona;Alemania;Julio;1.597
08 Barcelona;Alemania;Agosto;1.190
08 Barcelona;Alemania;Septiembre;1.261
08 Barcelona;Alemania;Octubre;1.674
08 Barcelona;Alemania;Noviembre;892
08 Barcelona;Alemania;Diciembre;642
08 Barcelona;Austria;Enero;49
08 Barcelona;Austria;Febrero;42
08 Barcelona;Austria;Marzo;229
08 Barcelona;Austria;Abril;153
08 Barcelona;Austria;Mayo;307
08 Barcelona;Austria;Junio;234
08 Barcelona;Austria;Julio;176
08 Barcelona;Austria;Agosto;182
08 Barcelona;Austria;Septiembre;152
08 Barcelona;Austria;Octubre;347
08 Barcelona;Austria;Noviembre;108
08 Barcelona;Austria;Diciembre;83
08 Barcelona;Bélgica;Enero;140
08 Barcelona;Bélgica;Febrero;160
08 Barcelona;Bélgica;Marzo;276
08 Barcelona;Bélgica;Abril;564
08 Barcelona;Bélgica;Mayo;521
08 Barcelona;Bélgica;Junio;289
08 Barcelona;Bélgica;Julio;598
08 Barcelona;Bélgica;Agosto;615
08 Barcelona;Bélgica;Septiembre;499
08 Barcelona;Bélgica;Octubre;353
08 Barcelona;Bélgica;Noviembre;279
08 Barcelona;Bélgica;Diciembre;268
08 Barcelona;Dinamarca;Enero;84
08 Barcelona;Dinamarca;Febrero;186
08 Barcelona;Dinamarca;Marzo;572
08 Barcelona;Dinamarca;Abril;314
08 Barcelona;Dinamarca;Mayo;273
08 Barcelona;Dinamarca;Junio;291
08 Barcelona;Dinamarca;Julio;608
08 Barcelona;Dinamarca;Agosto;208
08 Barcelona;Dinamarca;Septiembre;201
08 Barcelona;Dinamarca;Octubre;361
08 Barcelona;Dinamarca;Noviembre;142
08 Barcelona;Dinamarca;Diciembre;70
08 Barcelona;Finlandia;Enero;32
08 Barcelona;Finlandia;Febrero;111
08 Barcelona;Finlandia;Marzo;238
08 Barcelona;Finlandia;Abril;98
08 Barcelona;Finlandia;Mayo;149
08 Barcelona;Finlandia;Junio;320
08 Barcelona;Finlandia;Julio;227
08 Barcelona;Finlandia;Agosto;93
08 Barcelona;Finlandia;Septiembre;77
08 Barcelona;Finlandia;Octubre;300
08 Barcelona;Finlandia;Noviembre;29
08 Barcelona;Finlandia;Diciembre;51
08 Barcelona;Francia;Enero;1.448
08 Barcelona;Francia;Febrero;1.795
08 Barcelona;Francia;Marzo;1.974
08 Barcelona;Francia;Abril;3.116
08 Barcelona;Francia;Mayo;2.236
08 Barcelona;Francia;Junio;2.299
08 Barcelona;Francia;Julio;3.448
08 Barcelona;Francia;Agosto;4.919
08 Barcelona;Francia;Septiembre;1.947
08 Barcelona;Francia;Octubre;3.110
08 Barcelona;Francia;Noviembre;2.053
08 Barcelona;Francia;Diciembre;2.260
08 Barcelona;Grecia;Enero;..
08 Barcelona;Grecia;Febrero;..
08 Barcelona;Grecia;Marzo;41
08 Barcelona;Grecia;Abril;80
08 Barcelona;Grecia;Mayo;185
08 Barcelona;Grecia;Junio;114
08 Barcelona;Grecia;Julio;75
08 Barcelona;Grecia;Agosto;100
08 Barcelona;Grecia;Septiembre;83
08 Barcelona;Grecia;Octubre;96
08 Barcelona;Grecia;Noviembre;43
08 Barcelona;Grecia;Diciembre;..
08 Barcelona;Irlanda;Enero;154
08 Barcelona;Irlanda;Febrero;146
08 Barcelona;Irlanda;Marzo;101
08 Barcelona;Irlanda;Abril;182
08 Barcelona;Irlanda;Mayo;245
08 Barcelona;Irlanda;Junio;320
08 Barcelona;Irlanda;Julio;447
08 Barcelona;Irlanda;Agosto;318
08 Barcelona;Irlanda;Septiembre;325
08 Barcelona;Irlanda;Octubre;180
08 Barcelona;Irlanda;Noviembre;83
08 Barcelona;Irlanda;Diciembre;29
08 Barcelona;Italia;Enero;1.160
08 Barcelona;Italia;Febrero;1.211
08 Barcelona;Italia;Marzo;1.487
08 Barcelona;Italia;Abril;1.616
08 Barcelona;Italia;Mayo;2.023
08 Barcelona;Italia;Junio;2.024
08 Barcelona;Italia;Julio;1.519
08 Barcelona;Italia;Agosto;2.826
08 Barcelona;Italia;Septiembre;1.885
08 Barcelona;Italia;Octubre;1.539
08 Barcelona;Italia;Noviembre;1.639
08 Barcelona;Italia;Diciembre;1.601
08 Barcelona;Luxemburgo;Enero;..
08 Barcelona;Luxemburgo;Febrero;..
08 Barcelona;Luxemburgo;Marzo;31
08 Barcelona;Luxemburgo;Abril;15
08 Barcelona;Luxemburgo;Mayo;36
08 Barcelona;Luxemburgo;Junio;30
08 Barcelona;Luxemburgo;Julio;65
08 Barcelona;Luxemburgo;Agosto;13
08 Barcelona;Luxemburgo;Septiembre;42
08 Barcelona;Luxemburgo;Octubre;83
08 Barcelona;Luxemburgo;Noviembre;14
08 Barcelona;Luxemburgo;Diciembre;..
08 Barcelona;Países Bajos;Enero;302
08 Barcelona;Países Bajos;Febrero;336
08 Barcelona;Países Bajos;Marzo;314
08 Barcelona;Países Bajos;Abril;691
08 Barcelona;Países Bajos;Mayo;895
08 Barcelona;Países Bajos;Junio;712
08 Barcelona;Países Bajos;Julio;932
08 Barcelona;Países Bajos;Agosto;621
08 Barcelona;Países Bajos;Septiembre;546
08 Barcelona;Países Bajos;Octubre;807
08 Barcelona;Países Bajos;Noviembre;325
08 Barcelona;Países Bajos;Diciembre;319
08 Barcelona;Polonia;Enero;240
08 Barcelona;Polonia;Febrero;333
08 Barcelona;Polonia;Marzo;272
08 Barcelona;Polonia;Abril;327
08 Barcelona;Polonia;Mayo;525
08 Barcelona;Polonia;Junio;334
08 Barcelona;Polonia;Julio;272
08 Barcelona;Polonia;Agosto;423
08 Barcelona;Polonia;Septiembre;405
08 Barcelona;Polonia;Octubre;306
08 Barcelona;Polonia;Noviembre;217
08 Barcelona;Polonia;Diciembre;145
08 Barcelona;Portugal;Enero;243
08 Barcelona;Portugal;Febrero;219
08 Barcelona;Portugal;Marzo;395
08 Barcelona;Portugal;Abril;461
08 Barcelona;Portugal;Mayo;698
08 Barcelona;Portugal;Junio;412
08 Barcelona;Portugal;Julio;395
08 Barcelona;Portugal;Agosto;455
08 Barcelona;Portugal;Septiembre;677
08 Barcelona;Portugal;Octubre;309
08 Barcelona;Portugal;Noviembre;223
08 Barcelona;Portugal;Diciembre;337
08 Barcelona;Reino Unido;Enero;1.168
08 Barcelona;Reino Unido;Febrero;1.370
08 Barcelona;Reino Unido;Marzo;1.944
08 Barcelona;Reino Unido;Abril;2.280
08 Barcelona;Reino Unido;Mayo;2.741
08 Barcelona;Reino Unido;Junio;3.295
08 Barcelona;Reino Unido;Julio;3.132
08 Barcelona;Reino Unido;Agosto;3.037
08 Barcelona;Reino Unido;Septiembre;2.122
08 Barcelona;Reino Unido;Octubre;2.090
08 Barcelona;Reino Unido;Noviembre;1.359
08 Barcelona;Reino Unido;Diciembre;794
08 Barcelona;Republica Checa;Enero;87
08 Barcelona;Republica Checa;Febrero;50
08 Barcelona;Republica Checa;Marzo;89
08 Barcelona;Republica Checa;Abril;54
08 Barcelona;Republica Checa;Mayo;133
08 Barcelona;Republica Checa;Junio;190
08 Barcelona;Republica Checa;Julio;138
08 Barcelona;Republica Checa;Agosto;67
08 Barcelona;Republica Checa;Septiembre;104
08 Barcelona;Republica Checa;Octubre;180
08 Barcelona;Republica Checa;Noviembre;59
08 Barcelona;Republica Checa;Diciembre;44
08 Barcelona;Suecia;Enero;223
08 Barcelona;Suecia;Febrero;302
08 Barcelona;Suecia;Marzo;221
08 Barcelona;Suecia;Abril;369
08 Barcelona;Suecia;Mayo;397
08 Barcelona;Suecia;Junio;582
08 Barcelona;Suecia;Julio;629
08 Barcelona;Suecia;Agosto;205
08 Barcelona;Suecia;Septiembre;358
08 Barcelona;Suecia;Octubre;439
08 Barcelona;Suecia;Noviembre;265
08 Barcelona;Suecia;Diciembre;107
08 Barcelona;Resto de la UE;Enero;237
08 Barcelona;Resto de la UE;Febrero;286
08 Barcelona;Resto de la UE;Marzo;726
08 Barcelona;Resto de la UE;Abril;708
08 Barcelona;Resto de la UE;Mayo;907
08 Barcelona;Resto de la UE;Junio;660
08 Barcelona;Resto de la UE;Julio;608
08 Barcelona;Resto de la UE;Agosto;652
08 Barcelona;Resto de la UE;Septiembre;881
08 Barcelona;Resto de la UE;Octubre;497
08 Barcelona;Resto de la UE;Noviembre;584
08 Barcelona;Resto de la UE;Diciembre;234
08 Barcelona;Noruega;Enero;97
08 Barcelona;Noruega;Febrero;103
08 Barcelona;Noruega;Marzo;70
08 Barcelona;Noruega;Abril;116
08 Barcelona;Noruega;Mayo;267
