Provincias;País de residencia;Meses;Total
Balears, Illes;Dinamarca;Febrero;..
Balears, Illes;Dinamarca;Marzo;1.041
Balears, Illes;Dinamarca;Abril;5.889
Balears, Illes;Dinamarca;Mayo;28.334
Balears, Illes;Dinamarca;Junio;28.202
Balears, Illes;Dinamarca;Julio;50.431
Balears, Illes;Dinamarca;Agosto;32.992
Balears, Illes;Dinamarca;Septiembre;30.805
Balears, Illes;Dinamarca;Octubre;14.047
Balears, Illes;Dinamarca;Noviembre;402
Balears, Illes;Dinamarca;Diciembre;227
Balears, Illes;Finlandia;Enero;..
Balears, Illes;Finlandia;Febrero;..
Balears, Illes;Finlandia;Marzo;214
Balears, Illes;Finlandia;Abril;1.117
Balears, Illes;Finlandia;Mayo;3.696
Balears, Illes;Finlandia;Junio;6.331
Balears, Illes;Finlandia;Julio;5.109
Balears, Illes;Finlandia;Agosto;5.362
Balears, Illes;Finlandia;Septiembre;5.206
Balears, Illes;Finlandia;Octubre;3.038
Balears, Illes;Finlandia;Noviembre;195
Balears, Illes;Finlandia;Diciembre;395
Balears, Illes;Francia;Enero;505
Balears, Illes;Francia;Febrero;286
Balears, Illes;Francia;Marzo;717
Balears, Illes;Francia;Abril;2.513
Balears, Illes;Francia;Mayo;32.986
Balears, Illes;Francia;Junio;47.284
Balears, Illes;Francia;Julio;67.888
Balears, Illes;Francia;Agosto;83.386
Balears, Illes;Francia;Septiembre;47.145
Balears, Illes;Francia;Octubre;17.854
Balears, Illes;Francia;Noviembre;465
Balears, Illes;Francia;Diciembre;362
Balears, Illes;Grecia;Enero;..
Balears, Illes;Grecia;Febrero;..
Balears, Illes;Grecia;Marzo;..
Balears, Illes;Grecia;Abril;135
Balears, Illes;Grecia;Mayo;270
Balears, Illes;Grecia;Junio;999
Balears, Illes;Grecia;Julio;897
Balears, Illes;Grecia;Agosto;505
Balears, Illes;Grecia;Septiembre;350
Balears, Illes;Grecia;Octubre;..
Balears, Illes;Grecia;Noviembre;..
Balears, Illes;Grecia;Diciembre;..
Balears, Illes;Irlanda;Enero;..
Balears, Illes;Irlanda;Febrero;..
Balears, Illes;Irlanda;Marzo;791
Balears, Illes;Irlanda;Abril;1.834
Balears, Illes;Irlanda;Mayo;40.796
Balears, Illes;Irlanda;Junio;78.931
Balears, Illes;Irlanda;Julio;95.170
Balears, Illes;Irlanda;Agosto;82.536
Balears, Illes;Irlanda;Septiembre;53.334
Balears, Illes;Irlanda;Octubre;27.120
Balears, Illes;Irlanda;Noviembre;128
Balears, Illes;Irlanda;Diciembre;..
Balears, Illes;Italia;Enero;218
Balears, Illes;Italia;Febrero;196
Balears, Illes;Italia;Marzo;213
Balears, Illes;Italia;Abril;1.817
Balears, Illes;Italia;Mayo;24.632
Balears, Illes;Italia;Junio;88.988
Balears, Illes;Italia;Julio;134.507
Balears, Illes;Italia;Agosto;184.676
Balears, Illes;Italia;Septiembre;85.893
Balears, Illes;Italia;Octubre;10.555
Balears, Illes;Italia;Noviembre;362
Balears, Illes;Italia;Diciembre;621
Balears, Illes;Luxemburgo;Enero;..
Balears, Illes;Luxemburgo;Febrero;..
Balears, Illes;Luxemburgo;Marzo;..
Balears, Illes;Luxemburgo;Abril;163
Balears, Illes;Luxemburgo;Mayo;1.346
Balears, Illes;Luxemburgo;Junio;4.487
Balears, Illes;Luxemburgo;Julio;7.498
Balears, Illes;Luxemburgo;Agosto;10.007
Balears, Illes;Luxemburgo;Septiembre;4.661
Balears, Illes;Luxemburgo;Octubre;642
Balears, Illes;Luxemburgo;Noviembre;137
Balears, Illes;Luxemburgo;Diciembre;43
Balears, Illes;Países Bajos;Enero;129
Balears, Illes;Países Bajos;Febrero;392
Balears, Illes;Países Bajos;Marzo;166
Balears, Illes;Países Bajos;Abril;5.196
Balears, Illes;Países Bajos;Mayo;46.618
Balears, Illes;Países Bajos;Junio;67.318
Balears, Illes;Países Bajos;Julio;92.448
Balears, Illes;Países Bajos;Agosto;84.712
Balears, Illes;Países Bajos;Septiembre;64.653
Balears, Illes;Países Bajos;Octubre;30.139
Balears, Illes;Países Bajos;Noviembre;277
Balears, Illes;Países Bajos;Diciembre;408
Balears, Illes;Polonia;Enero;128
Balears, Illes;Polonia;Febrero;104
Balears, Illes;Polonia;Marzo;36
Balears, Illes;Polonia;Abril;1.513
Balears, Illes;Polonia;Mayo;3.675
Balears, Illes;Polonia;Junio;8.857
Balears, Illes;Polonia;Julio;9.339
Balears, Illes;Polonia;Agosto;7.763
Balears, Illes;Polonia;Septiembre;8.624
Balears, Illes;Polonia;Octubre;2.822
Balears, Illes;Polonia;Noviembre;397
Balears, Illes;Polonia;Diciembre;50
Balears, Illes;Portugal;Enero;261
Balears, Illes;Portugal;Febrero;136
Balears, Illes;Portugal;Marzo;93
Balears, Illes;Portugal;Abril;604
Balears, Illes;Portugal;Mayo;1.227
Balears, Illes;Portugal;Junio;3.174
Balears, Illes;Portugal;Julio;4.201
Balears, Illes;Portugal;Agosto;6.259
Balears, Illes;Portugal;Septiembre;12.927
Balears, Illes;Portugal;Octubre;770
Balears, Illes;Portugal;Noviembre;..
Balears, Illes;Portugal;Diciembre;..
Balears, Illes;Reino Unido;Enero;2.254
Balears, Illes;Reino Unido;Febrero;2.268
Balears, Illes;Reino Unido;Marzo;5.738
Balears, Illes;Reino Unido;Abril;60.632
Balears, Illes;Reino Unido;Mayo;311.059
Balears, Illes;Reino Unido;Junio;615.966
Balears, Illes;Reino Unido;Julio;806.119
Balears, Illes;Reino Unido;Agosto;827.250
Balears, Illes;Reino Unido;Septiembre;603.374
Balears, Illes;Reino Unido;Octubre;228.915
Balears, Illes;Reino Unido;Noviembre;5.650
Balears, Illes;Reino Unido;Diciembre;4.191
Balears, Illes;Republica Checa;Enero;60
Balears, Illes;Republica Checa;Febrero;..
Balears, Illes;Republica Checa;Marzo;254
Balears, Illes;Republica Checa;Abril;403
Balears, Illes;Republica Checa;Mayo;2.495
Balears, Illes;Republica Checa;Junio;2.827
Balears, Illes;Republica Checa;Julio;6.175
Balears, Illes;Republica Checa;Agosto;1.656
Balears, Illes;Republica Checa;Septiembre;3.644
Balears, Illes;Republica Checa;Octubre;4.176
Balears, Illes;Republica Checa;Noviembre;69
Balears, Illes;Republica Checa;Diciembre;..
Balears, Illes;Suecia;Enero;2.115
Balears, Illes;Suecia;Febrero;2.264
Balears, Illes;Suecia;Marzo;3.123
Balears, Illes;Suecia;Abril;7.787
Balears, Illes;Suecia;Mayo;25.591
Balears, Illes;Suecia;Junio;48.757
Balears, Illes;Suecia;Julio;57.052
Balears, Illes;Suecia;Agosto;45.527
Balears, Illes;Suecia;Septiembre;47.271
Balears, Illes;Suecia;Octubre;10.960
Balears, Illes;Suecia;Noviembre;1.623
Balears, Illes;Suecia;Diciembre;265
Balears, Illes;Resto de la UE;Enero;346
Balears, Illes;Resto de la UE;Febrero;..
Balears, Illes;Resto de la UE;Marzo;..
Balears, Illes;Resto de la UE;Abril;954
Balears, Illes;Resto de la UE;Mayo;4.234
Balears, Illes;Resto de la UE;Junio;6.674
Balears, Illes;Resto de la UE;Julio;10.333
Balears, Illes;Resto de la UE;Agosto;7.995
Balears, Illes;Resto de la UE;Septiembre;8.014
Balears, Illes;Resto de la UE;Octubre;6.853
Balears, Illes;Resto de la UE;Noviembre;472
Balears, Illes;Resto de la UE;Diciembre;108
Balears, Illes;Noruega;Enero;1.145
Balears, Illes;Noruega;Febrero;958
Balears, Illes;Noruega;Marzo;706
Balears, Illes;Noruega;Abril;1.364
Balears, Illes;Noruega;Mayo;10.523
Balears, Illes;Noruega;Junio;27.189
Balears, Illes;Noruega;Julio;49.140
Balears, Illes;Noruega;Agosto;31.074
Balears, Illes;Noruega;Septiembre;26.306
Balears, Illes;Noruega;Octubre;5.907
Balears, Illes;Noruega;Noviembre;..
Balears, Illes;Noruega;Diciembre;..
Balears, Illes;Rusia;Enero;215
Balears, Illes;Rusia;Febrero;..
Balears, Illes;Rusia;Marzo;..
Balears, Illes;Rusia;Abril;502
Balears, Illes;Rusia;Mayo;6.307
Balears, Illes;Rusia;Junio;10.390
Balears, Illes;Rusia;Julio;5.752
Balears, Illes;Rusia;Agosto;14.199
Balears, Illes;Rusia;Septiembre;7.463
Balears, Illes;Rusia;Octubre;3.997
Balears, Illes;Rusia;Noviembre;121
Balears, Illes;Rusia;Diciembre;152
Balears, Illes;Suiza;Enero;366
Balears, Illes;Suiza;Febrero;518
Balears, Illes;Suiza;Marzo;693
Balears, Illes;Suiza;Abril;4.730
Balears, Illes;Suiza;Mayo;6.472
Balears, Illes;Suiza;Junio;9.964
Balears, Illes;Suiza;Julio;19.205
Balears, Illes;Suiza;Agosto;12.804
Balears, Illes;Suiza;Septiembre;12.499
Balears, Illes;Suiza;Octubre;7.035
Balears, Illes;Suiza;Noviembre;642
Balears, Illes;Suiza;Diciembre;518
Balears, Illes;Resto de Europa;Enero;..
Balears, Illes;Resto de Europa;Febrero;200
Balears, Illes;Resto de Europa;Marzo;..
Balears, Illes;Resto de Europa;Abril;365
Balears, Illes;Resto de Europa;Mayo;2.536
Balears, Illes;Resto de Europa;Junio;5.150
Balears, Illes;Resto de Europa;Julio;7.678
Balears, Illes;Resto de Europa;Agosto;4.650
Balears, Illes;Resto de Europa;Septiembre;3.444
Balears, Illes;Resto de Europa;Octubre;1.321
Balears, Illes;Resto de Europa;Noviembre;32
Balears, Illes;Resto de Europa;Diciembre;51
Balears, Illes;Estados Unidos;Enero;243
Balears, Illes;Estados Unidos;Febrero;186
Balears, Illes;Estados Unidos;Marzo;407
Balears, Illes;Estados Unidos;Abril;1.064
Balears, Illes;Estados Unidos;Mayo;3.737
Balears, Illes;Estados Unidos;Junio;4.260
Balears, Illes;Estados Unidos;Julio;9.504
Balears, Illes;Estados Unidos;Agosto;7.430
Balears, Illes;Estados Unidos;Septiembre;3.209
Balears, Illes;Estados Unidos;Octubre;863
Balears, Illes;Estados Unidos;Noviembre;680
Balears, Illes;Estados Unidos;Diciembre;1.112
Balears, Illes;Resto de América;Enero;118
Balears, Illes;Resto de América;Febrero;148
Balears, Illes;Resto de América;Marzo;262
Balears, Illes;Resto de América;Abril;685
Balears, Illes;Resto de América;Mayo;3.139
Balears, Illes;Resto de América;Junio;3.165
Balears, Illes;Resto de América;Julio;3.931
Balears, Illes;Resto de América;Agosto;6.291
Balears, Illes;Resto de América;Septiembre;3.588
Balears, Illes;Resto de América;Octubre;2.020
Balears, Illes;Resto de América;Noviembre;549
Balears, Illes;Resto de América;Diciembre;445
Balears, Illes;Países Africanos;Enero;..
Balears, Illes;Países Africanos;Febrero;..
Balears, Illes;Países Africanos;Marzo;33
Balears, Illes;Países Africanos;Abril;151
Balears, Illes;Países Africanos;Mayo;1.516
Balears, Illes;Países Africanos;Junio;2.247
Balears, Illes;Países Africanos;Julio;2.444
Balears, Illes;Países Africanos;Agosto;3.879
Balears, Illes;Países Africanos;Septiembre;1.458
Balears, Illes;Países Africanos;Octubre;768
Balears, Illes;Países Africanos;Noviembre;..
Balears, Illes;Países Africanos;Diciembre;..
Balears, Illes;Resto del mundo;Enero;524
Balears, Illes;Resto del mundo;Febrero;902
Balears, Illes;Resto del mundo;Marzo;1.426
Balears, Illes;Resto del mundo;Abril;3.305
Balears, Illes;Resto del mundo;Mayo;4.150
Balears, Illes;Resto del mundo;Junio;8.983
Balears, Illes;Resto del mundo;Julio;13.016
Balears, Illes;Resto del mundo;Agosto;19.505
Balears, Illes;Resto del mundo;Septiembre;10.693
Balears, Illes;Resto del mundo;Octubre;3.804
Balears, Illes;Resto del mundo;Noviembre;1.277
Balears, Illes;Resto del mundo;Diciembre;383
Barcelona;Total;Enero;104.814
Barcelona;Total;Febrero;104.055
Barcelona;Total;Marzo;118.545
Barcelona;Total;Abril;144.725
Barcelona;Total;Mayo;152.121
Barcelona;Total;Junio;151.803
Barcelona;Total;Julio;143.385
Barcelona;Total;Agosto;157.123
Barcelona;Total;Septiembre;167.455
Barcelona;Total;Octubre;157.169
Barcelona;Total;Noviembre;121.988
Barcelona;Total;Diciembre;126.037
Barcelona;Residentes en España;Enero;50.750
Barcelona;Residentes en España;Febrero;50.118
Barcelona;Residentes en España;Marzo;55.058
Barcelona;Residentes en España;Abril;62.144
Barcelona;Residentes en España;Mayo;62.902
Barcelona;Residentes en España;Junio;58.418
Barcelona;Residentes en España;Julio;27.547
Barcelona;Residentes en España;Agosto;32.756
Barcelona;Residentes en España;Septiembre;63.087
Barcelona;Residentes en España;Octubre;65.010
Barcelona;Residentes en España;Noviembre;63.410
Barcelona;Residentes en España;Diciembre;65.034
Barcelona;No residentes en España;Enero;54.064
Barcelona;No residentes en España;Febrero;53.937
Barcelona;No residentes en España;Marzo;63.487
Barcelona;No residentes en España;Abril;82.581
Barcelona;No residentes en España;Mayo;89.219
Barcelona;No residentes en España;Junio;93.385
Barcelona;No residentes en España;Julio;115.838
Barcelona;No residentes en España;Agosto;124.367
Barcelona;No residentes en España;Septiembre;104.368
Barcelona;No residentes en España;Octubre;92.160
Barcelona;No residentes en España;Noviembre;58.578
Barcelona;No residentes en España;Diciembre;61.003
Barcelona;Unión Europea (sin España);Enero;24.711
Barcelona;Unión Europea (sin España);Febrero;31.743
Barcelona;Unión Europea (sin España);Marzo;34.551
Barcelona;Unión Europea (sin España);Abril;51.638
Barcelona;Unión Europea (sin España);Mayo;53.348
Barcelona;Unión Europea (sin España);Junio;50.244
Barcelona;Unión Europea (sin España);Julio;66.723
Barcelona;Unión Europea (sin España);Agosto;86.710
Barcelona;Unión Europea (sin España);Septiembre;56.310
Barcelona;Unión Europea (sin España);Octubre;52.808
Barcelona;Unión Europea (sin España);Noviembre;28.115
Barcelona;Unión Europea (sin España);Diciembre;27.583
Barcelona;Alemania;Enero;3.438
Barcelona;Alemania;Febrero;5.550
Barcelona;Alemania;Marzo;6.255
Barcelona;Alemania;Abril;6.529
Barcelona;Alemania;Mayo;7.222
Barcelona;Alemania;Junio;7.080
Barcelona;Alemania;Julio;6.462
Barcelona;Alemania;Agosto;8.507
Barcelona;Alemania;Septiembre;9.879
Barcelona;Alemania;Octubre;8.666
Barcelona;Alemania;Noviembre;4.024
Barcelona;Alemania;Diciembre;2.766
Barcelona;Austria;Enero;351
Barcelona;Austria;Febrero;717
Barcelona;Austria;Marzo;928
Barcelona;Austria;Abril;1.352
Barcelona;Austria;Mayo;832
Barcelona;Austria;Junio;455
Barcelona;Austria;Julio;732
Barcelona;Austria;Agosto;1.321
Barcelona;Austria;Septiembre;1.081
Barcelona;Austria;Octubre;1.387
Barcelona;Austria;Noviembre;539
Barcelona;Austria;Diciembre;373
Barcelona;Bélgica;Enero;718
Barcelona;Bélgica;Febrero;681
Barcelona;Bélgica;Marzo;740
Barcelona;Bélgica;Abril;2.280
Barcelona;Bélgica;Mayo;1.506
Barcelona;Bélgica;Junio;1.246
Barcelona;Bélgica;Julio;1.710
Barcelona;Bélgica;Agosto;2.894
Barcelona;Bélgica;Septiembre;1.419
Barcelona;Bélgica;Octubre;875
Barcelona;Bélgica;Noviembre;1.977
Barcelona;Bélgica;Diciembre;735
Barcelona;Dinamarca;Enero;403
Barcelona;Dinamarca;Febrero;719
Barcelona;Dinamarca;Marzo;1.123
Barcelona;Dinamarca;Abril;1.357
Barcelona;Dinamarca;Mayo;1.282
Barcelona;Dinamarca;Junio;1.065
Barcelona;Dinamarca;Julio;3.327
Barcelona;Dinamarca;Agosto;1.430
Barcelona;Dinamarca;Septiembre;875
Barcelona;Dinamarca;Octubre;1.373
Barcelona;Dinamarca;Noviembre;1.010
Barcelona;Dinamarca;Diciembre;250
Barcelona;Finlandia;Enero;599
Barcelona;Finlandia;Febrero;620
Barcelona;Finlandia;Marzo;718
Barcelona;Finlandia;Abril;1.443
Barcelona;Finlandia;Mayo;942
Barcelona;Finlandia;Junio;1.891
Barcelona;Finlandia;Julio;1.081
Barcelona;Finlandia;Agosto;674
Barcelona;Finlandia;Septiembre;1.431
Barcelona;Finlandia;Octubre;1.764
Barcelona;Finlandia;Noviembre;424
Barcelona;Finlandia;Diciembre;231
Barcelona;Francia;Enero;5.687
Barcelona;Francia;Febrero;9.399
Barcelona;Francia;Marzo;5.246
Barcelona;Francia;Abril;13.071
Barcelona;Francia;Mayo;13.169
Barcelona;Francia;Junio;9.908
Barcelona;Francia;Julio;20.598
Barcelona;Francia;Agosto;28.276
Barcelona;Francia;Septiembre;8.650
Barcelona;Francia;Octubre;12.256
Barcelona;Francia;Noviembre;5.543
Barcelona;Francia;Diciembre;9.256
Barcelona;Grecia;Enero;154
Barcelona;Grecia;Febrero;102
Barcelona;Grecia;Marzo;382
Barcelona;Grecia;Abril;276
Barcelona;Grecia;Mayo;90
Barcelona;Grecia;Junio;72
Barcelona;Grecia;Julio;219
Barcelona;Grecia;Agosto;390
Barcelona;Grecia;Septiembre;480
Barcelona;Grecia;Octubre;..
Barcelona;Grecia;Noviembre;..
Barcelona;Grecia;Diciembre;219
Barcelona;Irlanda;Enero;197
Barcelona;Irlanda;Febrero;397
Barcelona;Irlanda;Marzo;290
Barcelona;Irlanda;Abril;1.063
Barcelona;Irlanda;Mayo;1.543
Barcelona;Irlanda;Junio;1.444
Barcelona;Irlanda;Julio;741
Barcelona;Irlanda;Agosto;1.470
Barcelona;Irlanda;Septiembre;1.107
Barcelona;Irlanda;Octubre;765
Barcelona;Irlanda;Noviembre;496
Barcelona;Irlanda;Diciembre;157
Barcelona;Italia;Enero;5.004
Barcelona;Italia;Febrero;3.708
Barcelona;Italia;Marzo;5.542
Barcelona;Italia;Abril;7.433
Barcelona;Italia;Mayo;6.048
Barcelona;Italia;Junio;7.301
Barcelona;Italia;Julio;8.841
Barcelona;Italia;Agosto;12.104
Barcelona;Italia;Septiembre;8.317
Barcelona;Italia;Octubre;6.116
Barcelona;Italia;Noviembre;4.677
Barcelona;Italia;Diciembre;5.280
Barcelona;Luxemburgo;Enero;..
Barcelona;Luxemburgo;Febrero;..
Barcelona;Luxemburgo;Marzo;..
Barcelona;Luxemburgo;Abril;..
Barcelona;Luxemburgo;Mayo;..
Barcelona;Luxemburgo;Junio;20
Barcelona;Luxemburgo;Julio;85
Barcelona;Luxemburgo;Agosto;335
Barcelona;Luxemburgo;Septiembre;72
Barcelona;Luxemburgo;Octubre;..
Barcelona;Luxemburgo;Noviembre;..
Barcelona;Luxemburgo;Diciembre;..
Barcelona;Países Bajos;Enero;1.457
Barcelona;Países Bajos;Febrero;1.853
Barcelona;Países Bajos;Marzo;1.404
Barcelona;Países Bajos;Abril;3.902
Barcelona;Países Bajos;Mayo;4.891
Barcelona;Países Bajos;Junio;3.473
Barcelona;Países Bajos;Julio;3.187
Barcelona;Países Bajos;Agosto;6.694
Barcelona;Países Bajos;Septiembre;3.166
Barcelona;Países Bajos;Octubre;3.662
Barcelona;Países Bajos;Noviembre;1.162
Barcelona;Países Bajos;Diciembre;1.349
Barcelona;Polonia;Enero;618
Barcelona;Polonia;Febrero;809
Barcelona;Polonia;Marzo;1.213
Barcelona;Polonia;Abril;1.298
Barcelona;Polonia;Mayo;1.197
Barcelona;Polonia;Junio;1.404
Barcelona;Polonia;Julio;1.616
Barcelona;Polonia;Agosto;1.214
Barcelona;Polonia;Septiembre;1.141
Barcelona;Polonia;Octubre;933
Barcelona;Polonia;Noviembre;836
Barcelona;Polonia;Diciembre;861
Barcelona;Portugal;Enero;1.373
Barcelona;Portugal;Febrero;879
Barcelona;Portugal;Marzo;1.706
Barcelona;Portugal;Abril;1.146
Barcelona;Portugal;Mayo;1.527
Barcelona;Portugal;Junio;1.462
Barcelona;Portugal;Julio;976
Barcelona;Portugal;Agosto;1.522
Barcelona;Portugal;Septiembre;1.634
Barcelona;Portugal;Octubre;1.230
Barcelona;Portugal;Noviembre;1.246
Barcelona;Portugal;Diciembre;1.221
Barcelona;Reino Unido;Enero;2.815
Barcelona;Reino Unido;Febrero;3.610
Barcelona;Reino Unido;Marzo;5.714
Barcelona;Reino Unido;Abril;6.817
Barcelona;Reino Unido;Mayo;7.846
Barcelona;Reino Unido;Junio;8.785
Barcelona;Reino Unido;Julio;10.994
Barcelona;Reino Unido;Agosto;15.621
Barcelona;Reino Unido;Septiembre;11.153
Barcelona;Reino Unido;Octubre;7.215
Barcelona;Reino Unido;Noviembre;3.856
Barcelona;Reino Unido;Diciembre;2.724
Barcelona;Republica Checa;Enero;389
Barcelona;Republica Checa;Febrero;132
Barcelona;Republica Checa;Marzo;1.218
Barcelona;Republica Checa;Abril;967
Barcelona;Republica Checa;Mayo;892
Barcelona;Republica Checa;Junio;232
Barcelona;Republica Checa;Julio;511
Barcelona;Republica Checa;Agosto;177
Barcelona;Republica Checa;Septiembre;620
Barcelona;Republica Checa;Octubre;493
Barcelona;Republica Checa;Noviembre;259
Barcelona;Republica Checa;Diciembre;195
Barcelona;Suecia;Enero;465
Barcelona;Suecia;Febrero;738
Barcelona;Suecia;Marzo;555
Barcelona;Suecia;Abril;1.346
Barcelona;Suecia;Mayo;1.935
Barcelona;Suecia;Junio;2.974
Barcelona;Suecia;Julio;3.793
Barcelona;Suecia;Agosto;1.592
Barcelona;Suecia;Septiembre;1.891
Barcelona;Suecia;Octubre;3.192
Barcelona;Suecia;Noviembre;824
Barcelona;Suecia;Diciembre;608
Barcelona;Resto de la UE;Enero;1.045
Barcelona;Resto de la UE;Febrero;1.815
Barcelona;Resto de la UE;Marzo;1.516
Barcelona;Resto de la UE;Abril;1.357
Barcelona;Resto de la UE;Mayo;2.413
Barcelona;Resto de la UE;Junio;1.434
Barcelona;Resto de la UE;Julio;1.848
Barcelona;Resto de la UE;Agosto;2.487
Barcelona;Resto de la UE;Septiembre;3.394
Barcelona;Resto de la UE;Octubre;2.578
Barcelona;Resto de la UE;Noviembre;1.101
Barcelona;Resto de la UE;Diciembre;1.355
Barcelona;Noruega;Enero;167
Barcelona;Noruega;Febrero;280
Barcelona;Noruega;Marzo;768
Barcelona;Noruega;Abril;695
Barcelona;Noruega;Mayo;956
Barcelona;Noruega;Junio;1.559
Barcelona;Noruega;Julio;3.339
Barcelona;Noruega;Agosto;1.176
Barcelona;Noruega;Septiembre;2.218
Barcelona;Noruega;Octubre;1.069
Barcelona;Noruega;Noviembre;671
Barcelona;Noruega;Diciembre;228
Barcelona;Rusia;Enero;3.312
Barcelona;Rusia;Febrero;1.167
Barcelona;Rusia;Marzo;1.872
Barcelona;Rusia;Abril;1.777
Barcelona;Rusia;Mayo;3.845
Barcelona;Rusia;Junio;5.390
Barcelona;Rusia;Julio;7.319
Barcelona;Rusia;Agosto;5.996
Barcelona;Rusia;Septiembre;5.102
Barcelona;Rusia;Octubre;2.472
Barcelona;Rusia;Noviembre;3.889
Barcelona;Rusia;Diciembre;3.574
Barcelona;Suiza;Enero;1.126
Barcelona;Suiza;Febrero;1.275
Barcelona;Suiza;Marzo;1.355
Barcelona;Suiza;Abril;2.870
Barcelona;Suiza;Mayo;1.757
Barcelona;Suiza;Junio;2.434
Barcelona;Suiza;Julio;2.388
Barcelona;Suiza;Agosto;1.500
Barcelona;Suiza;Septiembre;2.263
Barcelona;Suiza;Octubre;2.104
Barcelona;Suiza;Noviembre;783
Barcelona;Suiza;Diciembre;1.168
Barcelona;Resto de Europa;Enero;3.258
Barcelona;Resto de Europa;Febrero;1.566
Barcelona;Resto de Europa;Marzo;2.118
Barcelona;Resto de Europa;Abril;2.938
Barcelona;Resto de Europa;Mayo;2.810
Barcelona;Resto de Europa;Junio;2.657
Barcelona;Resto de Europa;Julio;3.954
Barcelona;Resto de Europa;Agosto;1.788
Barcelona;Resto de Europa;Septiembre;2.193
Barcelona;Resto de Europa;Octubre;1.417
Barcelona;Resto de Europa;Noviembre;2.172
Barcelona;Resto de Europa;Diciembre;1.717
Barcelona;Estados Unidos;Enero;2.156
Barcelona;Estados Unidos;Febrero;1.499
