Provincias;País de residencia;Meses;Total
Balears, Illes;Italia;Mayo;11.554
Balears, Illes;Italia;Junio;18.150
Balears, Illes;Italia;Julio;22.022
Balears, Illes;Italia;Agosto;30.648
Balears, Illes;Italia;Septiembre;14.604
Balears, Illes;Italia;Octubre;4.857
Balears, Illes;Italia;Noviembre;22
Balears, Illes;Italia;Diciembre;72
Balears, Illes;Luxemburgo;Enero;..
Balears, Illes;Luxemburgo;Febrero;..
Balears, Illes;Luxemburgo;Marzo;12
Balears, Illes;Luxemburgo;Abril;..
Balears, Illes;Luxemburgo;Mayo;193
Balears, Illes;Luxemburgo;Junio;262
Balears, Illes;Luxemburgo;Julio;755
Balears, Illes;Luxemburgo;Agosto;400
Balears, Illes;Luxemburgo;Septiembre;652
Balears, Illes;Luxemburgo;Octubre;21
Balears, Illes;Luxemburgo;Noviembre;..
Balears, Illes;Luxemburgo;Diciembre;..
Balears, Illes;Países Bajos;Enero;36
Balears, Illes;Países Bajos;Febrero;65
Balears, Illes;Países Bajos;Marzo;290
Balears, Illes;Países Bajos;Abril;1.449
Balears, Illes;Países Bajos;Mayo;12.915
Balears, Illes;Países Bajos;Junio;13.361
Balears, Illes;Países Bajos;Julio;16.349
Balears, Illes;Países Bajos;Agosto;14.558
Balears, Illes;Países Bajos;Septiembre;14.068
Balears, Illes;Países Bajos;Octubre;9.073
Balears, Illes;Países Bajos;Noviembre;174
Balears, Illes;Países Bajos;Diciembre;84
Balears, Illes;Polonia;Enero;37
Balears, Illes;Polonia;Febrero;18
Balears, Illes;Polonia;Marzo;159
Balears, Illes;Polonia;Abril;485
Balears, Illes;Polonia;Mayo;1.570
Balears, Illes;Polonia;Junio;2.508
Balears, Illes;Polonia;Julio;1.932
Balears, Illes;Polonia;Agosto;1.977
Balears, Illes;Polonia;Septiembre;2.161
Balears, Illes;Polonia;Octubre;1.265
Balears, Illes;Polonia;Noviembre;82
Balears, Illes;Polonia;Diciembre;65
Balears, Illes;Portugal;Enero;..
Balears, Illes;Portugal;Febrero;..
Balears, Illes;Portugal;Marzo;..
Balears, Illes;Portugal;Abril;84
Balears, Illes;Portugal;Mayo;429
Balears, Illes;Portugal;Junio;739
Balears, Illes;Portugal;Julio;523
Balears, Illes;Portugal;Agosto;687
Balears, Illes;Portugal;Septiembre;948
Balears, Illes;Portugal;Octubre;424
Balears, Illes;Portugal;Noviembre;28
Balears, Illes;Portugal;Diciembre;23
Balears, Illes;Reino Unido;Enero;424
Balears, Illes;Reino Unido;Febrero;568
Balears, Illes;Reino Unido;Marzo;1.459
Balears, Illes;Reino Unido;Abril;17.706
Balears, Illes;Reino Unido;Mayo;76.479
Balears, Illes;Reino Unido;Junio;106.404
Balears, Illes;Reino Unido;Julio;94.004
Balears, Illes;Reino Unido;Agosto;98.048
Balears, Illes;Reino Unido;Septiembre;92.502
Balears, Illes;Reino Unido;Octubre;45.426
Balears, Illes;Reino Unido;Noviembre;655
Balears, Illes;Reino Unido;Diciembre;471
Balears, Illes;Republica Checa;Enero;20
Balears, Illes;Republica Checa;Febrero;57
Balears, Illes;Republica Checa;Marzo;71
Balears, Illes;Republica Checa;Abril;77
Balears, Illes;Republica Checa;Mayo;1.019
Balears, Illes;Republica Checa;Junio;552
Balears, Illes;Republica Checa;Julio;738
Balears, Illes;Republica Checa;Agosto;447
Balears, Illes;Republica Checa;Septiembre;727
Balears, Illes;Republica Checa;Octubre;226
Balears, Illes;Republica Checa;Noviembre;..
Balears, Illes;Republica Checa;Diciembre;..
Balears, Illes;Suecia;Enero;270
Balears, Illes;Suecia;Febrero;97
Balears, Illes;Suecia;Marzo;487
Balears, Illes;Suecia;Abril;1.264
Balears, Illes;Suecia;Mayo;8.259
Balears, Illes;Suecia;Junio;11.628
Balears, Illes;Suecia;Julio;27.801
Balears, Illes;Suecia;Agosto;8.634
Balears, Illes;Suecia;Septiembre;10.984
Balears, Illes;Suecia;Octubre;2.192
Balears, Illes;Suecia;Noviembre;140
Balears, Illes;Suecia;Diciembre;90
Balears, Illes;Resto de la UE;Enero;16
Balears, Illes;Resto de la UE;Febrero;45
Balears, Illes;Resto de la UE;Marzo;40
Balears, Illes;Resto de la UE;Abril;648
Balears, Illes;Resto de la UE;Mayo;1.202
Balears, Illes;Resto de la UE;Junio;2.303
Balears, Illes;Resto de la UE;Julio;2.805
Balears, Illes;Resto de la UE;Agosto;1.366
Balears, Illes;Resto de la UE;Septiembre;2.674
Balears, Illes;Resto de la UE;Octubre;1.158
Balears, Illes;Resto de la UE;Noviembre;198
Balears, Illes;Resto de la UE;Diciembre;112
Balears, Illes;Noruega;Enero;96
Balears, Illes;Noruega;Febrero;54
Balears, Illes;Noruega;Marzo;140
Balears, Illes;Noruega;Abril;646
Balears, Illes;Noruega;Mayo;3.391
Balears, Illes;Noruega;Junio;6.077
Balears, Illes;Noruega;Julio;9.591
Balears, Illes;Noruega;Agosto;4.386
Balears, Illes;Noruega;Septiembre;4.660
Balears, Illes;Noruega;Octubre;2.668
Balears, Illes;Noruega;Noviembre;78
Balears, Illes;Noruega;Diciembre;94
Balears, Illes;Rusia;Enero;37
Balears, Illes;Rusia;Febrero;112
Balears, Illes;Rusia;Marzo;21
Balears, Illes;Rusia;Abril;165
Balears, Illes;Rusia;Mayo;906
Balears, Illes;Rusia;Junio;1.976
Balears, Illes;Rusia;Julio;1.072
Balears, Illes;Rusia;Agosto;1.511
Balears, Illes;Rusia;Septiembre;1.918
Balears, Illes;Rusia;Octubre;473
Balears, Illes;Rusia;Noviembre;38
Balears, Illes;Rusia;Diciembre;12
Balears, Illes;Suiza;Enero;81
Balears, Illes;Suiza;Febrero;98
Balears, Illes;Suiza;Marzo;188
Balears, Illes;Suiza;Abril;812
Balears, Illes;Suiza;Mayo;1.618
Balears, Illes;Suiza;Junio;2.590
Balears, Illes;Suiza;Julio;3.342
Balears, Illes;Suiza;Agosto;2.276
Balears, Illes;Suiza;Septiembre;2.074
Balears, Illes;Suiza;Octubre;1.857
Balears, Illes;Suiza;Noviembre;106
Balears, Illes;Suiza;Diciembre;85
Balears, Illes;Resto de Europa;Enero;44
Balears, Illes;Resto de Europa;Febrero;27
Balears, Illes;Resto de Europa;Marzo;164
Balears, Illes;Resto de Europa;Abril;357
Balears, Illes;Resto de Europa;Mayo;1.160
Balears, Illes;Resto de Europa;Junio;1.861
Balears, Illes;Resto de Europa;Julio;1.184
Balears, Illes;Resto de Europa;Agosto;1.195
Balears, Illes;Resto de Europa;Septiembre;1.572
Balears, Illes;Resto de Europa;Octubre;590
Balears, Illes;Resto de Europa;Noviembre;78
Balears, Illes;Resto de Europa;Diciembre;16
Balears, Illes;Estados Unidos;Enero;101
Balears, Illes;Estados Unidos;Febrero;64
Balears, Illes;Estados Unidos;Marzo;115
Balears, Illes;Estados Unidos;Abril;297
Balears, Illes;Estados Unidos;Mayo;1.354
Balears, Illes;Estados Unidos;Junio;1.761
Balears, Illes;Estados Unidos;Julio;1.958
Balears, Illes;Estados Unidos;Agosto;1.907
Balears, Illes;Estados Unidos;Septiembre;1.682
Balears, Illes;Estados Unidos;Octubre;660
Balears, Illes;Estados Unidos;Noviembre;120
Balears, Illes;Estados Unidos;Diciembre;27
Balears, Illes;Resto de América;Enero;38
Balears, Illes;Resto de América;Febrero;65
Balears, Illes;Resto de América;Marzo;203
Balears, Illes;Resto de América;Abril;290
Balears, Illes;Resto de América;Mayo;1.160
Balears, Illes;Resto de América;Junio;2.307
Balears, Illes;Resto de América;Julio;2.064
Balears, Illes;Resto de América;Agosto;2.946
Balears, Illes;Resto de América;Septiembre;1.901
Balears, Illes;Resto de América;Octubre;669
Balears, Illes;Resto de América;Noviembre;74
Balears, Illes;Resto de América;Diciembre;88
Balears, Illes;Países Africanos;Enero;20
Balears, Illes;Países Africanos;Febrero;18
Balears, Illes;Países Africanos;Marzo;23
Balears, Illes;Países Africanos;Abril;98
Balears, Illes;Países Africanos;Mayo;267
Balears, Illes;Países Africanos;Junio;447
Balears, Illes;Países Africanos;Julio;587
Balears, Illes;Países Africanos;Agosto;7.343
Balears, Illes;Países Africanos;Septiembre;316
Balears, Illes;Países Africanos;Octubre;120
Balears, Illes;Países Africanos;Noviembre;46
Balears, Illes;Países Africanos;Diciembre;16
Balears, Illes;Resto del mundo;Enero;90
Balears, Illes;Resto del mundo;Febrero;92
Balears, Illes;Resto del mundo;Marzo;146
Balears, Illes;Resto del mundo;Abril;469
Balears, Illes;Resto del mundo;Mayo;1.480
Balears, Illes;Resto del mundo;Junio;2.722
Balears, Illes;Resto del mundo;Julio;5.273
Balears, Illes;Resto del mundo;Agosto;3.424
Balears, Illes;Resto del mundo;Septiembre;1.953
Balears, Illes;Resto del mundo;Octubre;900
Balears, Illes;Resto del mundo;Noviembre;60
Balears, Illes;Resto del mundo;Diciembre;49
Barcelona;Total;Enero;15.841
Barcelona;Total;Febrero;17.645
Barcelona;Total;Marzo;24.317
Barcelona;Total;Abril;35.788
Barcelona;Total;Mayo;33.918
Barcelona;Total;Junio;35.531
Barcelona;Total;Julio;39.178
Barcelona;Total;Agosto;35.180
Barcelona;Total;Septiembre;37.788
Barcelona;Total;Octubre;30.054
Barcelona;Total;Noviembre;23.562
Barcelona;Total;Diciembre;20.097
Barcelona;Residentes en España;Enero;5.458
Barcelona;Residentes en España;Febrero;5.958
Barcelona;Residentes en España;Marzo;9.581
Barcelona;Residentes en España;Abril;11.227
Barcelona;Residentes en España;Mayo;8.688
Barcelona;Residentes en España;Junio;10.091
Barcelona;Residentes en España;Julio;9.253
Barcelona;Residentes en España;Agosto;8.499
Barcelona;Residentes en España;Septiembre;12.902
Barcelona;Residentes en España;Octubre;8.691
Barcelona;Residentes en España;Noviembre;9.794
Barcelona;Residentes en España;Diciembre;8.296
Barcelona;No residentes en España;Enero;10.383
Barcelona;No residentes en España;Febrero;11.688
Barcelona;No residentes en España;Marzo;14.736
Barcelona;No residentes en España;Abril;24.562
Barcelona;No residentes en España;Mayo;25.230
Barcelona;No residentes en España;Junio;25.440
Barcelona;No residentes en España;Julio;29.925
Barcelona;No residentes en España;Agosto;26.681
Barcelona;No residentes en España;Septiembre;24.887
Barcelona;No residentes en España;Octubre;21.362
Barcelona;No residentes en España;Noviembre;13.768
Barcelona;No residentes en España;Diciembre;11.802
Barcelona;Unión Europea (sin España);Enero;5.773
Barcelona;Unión Europea (sin España);Febrero;7.702
Barcelona;Unión Europea (sin España);Marzo;9.141
Barcelona;Unión Europea (sin España);Abril;17.211
Barcelona;Unión Europea (sin España);Mayo;15.875
Barcelona;Unión Europea (sin España);Junio;15.040
Barcelona;Unión Europea (sin España);Julio;17.853
Barcelona;Unión Europea (sin España);Agosto;17.854
Barcelona;Unión Europea (sin España);Septiembre;14.265
Barcelona;Unión Europea (sin España);Octubre;13.930
Barcelona;Unión Europea (sin España);Noviembre;8.161
Barcelona;Unión Europea (sin España);Diciembre;7.279
Barcelona;Alemania;Enero;520
Barcelona;Alemania;Febrero;984
Barcelona;Alemania;Marzo;1.061
Barcelona;Alemania;Abril;1.744
Barcelona;Alemania;Mayo;2.100
Barcelona;Alemania;Junio;2.058
Barcelona;Alemania;Julio;1.895
Barcelona;Alemania;Agosto;1.501
Barcelona;Alemania;Septiembre;1.738
Barcelona;Alemania;Octubre;2.064
Barcelona;Alemania;Noviembre;923
Barcelona;Alemania;Diciembre;605
Barcelona;Austria;Enero;..
Barcelona;Austria;Febrero;82
Barcelona;Austria;Marzo;..
Barcelona;Austria;Abril;277
Barcelona;Austria;Mayo;..
Barcelona;Austria;Junio;210
Barcelona;Austria;Julio;306
Barcelona;Austria;Agosto;181
Barcelona;Austria;Septiembre;320
Barcelona;Austria;Octubre;281
Barcelona;Austria;Noviembre;116
Barcelona;Austria;Diciembre;..
Barcelona;Bélgica;Enero;274
Barcelona;Bélgica;Febrero;109
Barcelona;Bélgica;Marzo;351
Barcelona;Bélgica;Abril;646
Barcelona;Bélgica;Mayo;447
Barcelona;Bélgica;Junio;285
Barcelona;Bélgica;Julio;889
Barcelona;Bélgica;Agosto;465
Barcelona;Bélgica;Septiembre;530
Barcelona;Bélgica;Octubre;412
Barcelona;Bélgica;Noviembre;324
Barcelona;Bélgica;Diciembre;221
Barcelona;Dinamarca;Enero;78
Barcelona;Dinamarca;Febrero;119
Barcelona;Dinamarca;Marzo;163
Barcelona;Dinamarca;Abril;378
Barcelona;Dinamarca;Mayo;261
Barcelona;Dinamarca;Junio;409
Barcelona;Dinamarca;Julio;707
Barcelona;Dinamarca;Agosto;262
Barcelona;Dinamarca;Septiembre;320
Barcelona;Dinamarca;Octubre;573
Barcelona;Dinamarca;Noviembre;72
Barcelona;Dinamarca;Diciembre;79
Barcelona;Finlandia;Enero;38
Barcelona;Finlandia;Febrero;137
Barcelona;Finlandia;Marzo;93
Barcelona;Finlandia;Abril;170
Barcelona;Finlandia;Mayo;354
Barcelona;Finlandia;Junio;540
Barcelona;Finlandia;Julio;368
Barcelona;Finlandia;Agosto;273
Barcelona;Finlandia;Septiembre;162
Barcelona;Finlandia;Octubre;221
Barcelona;Finlandia;Noviembre;149
Barcelona;Finlandia;Diciembre;85
Barcelona;Francia;Enero;1.283
Barcelona;Francia;Febrero;2.035
Barcelona;Francia;Marzo;1.990
Barcelona;Francia;Abril;4.843
Barcelona;Francia;Mayo;3.507
Barcelona;Francia;Junio;2.536
Barcelona;Francia;Julio;3.918
Barcelona;Francia;Agosto;4.877
Barcelona;Francia;Septiembre;2.305
Barcelona;Francia;Octubre;2.570
Barcelona;Francia;Noviembre;1.461
Barcelona;Francia;Diciembre;2.199
Barcelona;Grecia;Enero;80
Barcelona;Grecia;Febrero;28
Barcelona;Grecia;Marzo;47
Barcelona;Grecia;Abril;134
Barcelona;Grecia;Mayo;122
Barcelona;Grecia;Junio;114
Barcelona;Grecia;Julio;149
Barcelona;Grecia;Agosto;122
Barcelona;Grecia;Septiembre;118
Barcelona;Grecia;Octubre;226
Barcelona;Grecia;Noviembre;45
Barcelona;Grecia;Diciembre;26
Barcelona;Irlanda;Enero;44
Barcelona;Irlanda;Febrero;221
Barcelona;Irlanda;Marzo;138
Barcelona;Irlanda;Abril;319
Barcelona;Irlanda;Mayo;389
Barcelona;Irlanda;Junio;265
Barcelona;Irlanda;Julio;358
Barcelona;Irlanda;Agosto;243
Barcelona;Irlanda;Septiembre;284
Barcelona;Irlanda;Octubre;342
Barcelona;Irlanda;Noviembre;198
Barcelona;Irlanda;Diciembre;68
Barcelona;Italia;Enero;1.304
Barcelona;Italia;Febrero;906
Barcelona;Italia;Marzo;1.939
Barcelona;Italia;Abril;2.483
Barcelona;Italia;Mayo;1.883
Barcelona;Italia;Junio;2.422
Barcelona;Italia;Julio;1.961
Barcelona;Italia;Agosto;2.788
Barcelona;Italia;Septiembre;2.196
Barcelona;Italia;Octubre;1.839
Barcelona;Italia;Noviembre;1.434
Barcelona;Italia;Diciembre;1.681
Barcelona;Luxemburgo;Enero;..
Barcelona;Luxemburgo;Febrero;52
Barcelona;Luxemburgo;Marzo;..
Barcelona;Luxemburgo;Abril;88
Barcelona;Luxemburgo;Mayo;..
Barcelona;Luxemburgo;Junio;26
Barcelona;Luxemburgo;Julio;..
Barcelona;Luxemburgo;Agosto;110
Barcelona;Luxemburgo;Septiembre;16
Barcelona;Luxemburgo;Octubre;26
Barcelona;Luxemburgo;Noviembre;12
Barcelona;Luxemburgo;Diciembre;..
Barcelona;Países Bajos;Enero;260
Barcelona;Países Bajos;Febrero;400
Barcelona;Países Bajos;Marzo;371
Barcelona;Países Bajos;Abril;1.050
Barcelona;Países Bajos;Mayo;1.469
Barcelona;Países Bajos;Junio;636
Barcelona;Países Bajos;Julio;1.572
Barcelona;Países Bajos;Agosto;1.139
Barcelona;Países Bajos;Septiembre;934
Barcelona;Países Bajos;Octubre;954
Barcelona;Países Bajos;Noviembre;401
Barcelona;Países Bajos;Diciembre;322
Barcelona;Polonia;Enero;201
Barcelona;Polonia;Febrero;242
Barcelona;Polonia;Marzo;436
Barcelona;Polonia;Abril;409
Barcelona;Polonia;Mayo;469
Barcelona;Polonia;Junio;312
Barcelona;Polonia;Julio;466
Barcelona;Polonia;Agosto;391
Barcelona;Polonia;Septiembre;506
Barcelona;Polonia;Octubre;421
Barcelona;Polonia;Noviembre;307
Barcelona;Polonia;Diciembre;85
Barcelona;Portugal;Enero;115
Barcelona;Portugal;Febrero;272
Barcelona;Portugal;Marzo;474
Barcelona;Portugal;Abril;747
Barcelona;Portugal;Mayo;445
Barcelona;Portugal;Junio;312
Barcelona;Portugal;Julio;503
Barcelona;Portugal;Agosto;572
Barcelona;Portugal;Septiembre;335
Barcelona;Portugal;Octubre;351
Barcelona;Portugal;Noviembre;312
Barcelona;Portugal;Diciembre;333
Barcelona;Reino Unido;Enero;1.008
Barcelona;Reino Unido;Febrero;1.512
Barcelona;Reino Unido;Marzo;1.330
Barcelona;Reino Unido;Abril;2.762
Barcelona;Reino Unido;Mayo;3.062
Barcelona;Reino Unido;Junio;3.131
Barcelona;Reino Unido;Julio;3.136
Barcelona;Reino Unido;Agosto;3.606
Barcelona;Reino Unido;Septiembre;3.371
Barcelona;Reino Unido;Octubre;2.521
Barcelona;Reino Unido;Noviembre;1.531
Barcelona;Reino Unido;Diciembre;1.237
Barcelona;Republica Checa;Enero;14
Barcelona;Republica Checa;Febrero;82
Barcelona;Republica Checa;Marzo;117
Barcelona;Republica Checa;Abril;102
Barcelona;Republica Checa;Mayo;67
Barcelona;Republica Checa;Junio;116
Barcelona;Republica Checa;Julio;135
Barcelona;Republica Checa;Agosto;300
Barcelona;Republica Checa;Septiembre;151
Barcelona;Republica Checa;Octubre;114
Barcelona;Republica Checa;Noviembre;190
Barcelona;Republica Checa;Diciembre;12
Barcelona;Suecia;Enero;210
Barcelona;Suecia;Febrero;142
Barcelona;Suecia;Marzo;173
Barcelona;Suecia;Abril;596
Barcelona;Suecia;Mayo;533
Barcelona;Suecia;Junio;710
Barcelona;Suecia;Julio;984
Barcelona;Suecia;Agosto;526
Barcelona;Suecia;Septiembre;467
Barcelona;Suecia;Octubre;342
Barcelona;Suecia;Noviembre;274
Barcelona;Suecia;Diciembre;93
Barcelona;Resto de la UE;Enero;327
Barcelona;Resto de la UE;Febrero;380
Barcelona;Resto de la UE;Marzo;351
Barcelona;Resto de la UE;Abril;462
Barcelona;Resto de la UE;Mayo;608
Barcelona;Resto de la UE;Junio;956
Barcelona;Resto de la UE;Julio;507
Barcelona;Resto de la UE;Agosto;499
Barcelona;Resto de la UE;Septiembre;514
Barcelona;Resto de la UE;Octubre;673
Barcelona;Resto de la UE;Noviembre;413
Barcelona;Resto de la UE;Diciembre;152
Barcelona;Noruega;Enero;77
Barcelona;Noruega;Febrero;97
Barcelona;Noruega;Marzo;137
Barcelona;Noruega;Abril;266
Barcelona;Noruega;Mayo;377
Barcelona;Noruega;Junio;291
Barcelona;Noruega;Julio;1.091
Barcelona;Noruega;Agosto;334
Barcelona;Noruega;Septiembre;614
Barcelona;Noruega;Octubre;378
Barcelona;Noruega;Noviembre;150
Barcelona;Noruega;Diciembre;14
Barcelona;Rusia;Enero;518
Barcelona;Rusia;Febrero;277
Barcelona;Rusia;Marzo;520
Barcelona;Rusia;Abril;552
Barcelona;Rusia;Mayo;1.061
Barcelona;Rusia;Junio;964
Barcelona;Rusia;Julio;1.025
Barcelona;Rusia;Agosto;1.019
Barcelona;Rusia;Septiembre;1.227
Barcelona;Rusia;Octubre;551
Barcelona;Rusia;Noviembre;732
Barcelona;Rusia;Diciembre;314
Barcelona;Suiza;Enero;136
Barcelona;Suiza;Febrero;182
Barcelona;Suiza;Marzo;306
Barcelona;Suiza;Abril;591
Barcelona;Suiza;Mayo;330
Barcelona;Suiza;Junio;511
Barcelona;Suiza;Julio;650
Barcelona;Suiza;Agosto;310
Barcelona;Suiza;Septiembre;437
Barcelona;Suiza;Octubre;383
Barcelona;Suiza;Noviembre;189
Barcelona;Suiza;Diciembre;211
Barcelona;Resto de Europa;Enero;184
Barcelona;Resto de Europa;Febrero;231
Barcelona;Resto de Europa;Marzo;323
Barcelona;Resto de Europa;Abril;517
Barcelona;Resto de Europa;Mayo;559
Barcelona;Resto de Europa;Junio;674
Barcelona;Resto de Europa;Julio;695
Barcelona;Resto de Europa;Agosto;596
Barcelona;Resto de Europa;Septiembre;914
Barcelona;Resto de Europa;Octubre;362
Barcelona;Resto de Europa;Noviembre;574
Barcelona;Resto de Europa;Diciembre;270
Barcelona;Estados Unidos;Enero;487
Barcelona;Estados Unidos;Febrero;380
Barcelona;Estados Unidos;Marzo;1.214
Barcelona;Estados Unidos;Abril;1.291
Barcelona;Estados Unidos;Mayo;1.958
Barcelona;Estados Unidos;Junio;2.753
Barcelona;Estados Unidos;Julio;2.477
Barcelona;Estados Unidos;Agosto;1.581
Barcelona;Estados Unidos;Septiembre;1.840
Barcelona;Estados Unidos;Octubre;1.156
Barcelona;Estados Unidos;Noviembre;890
Barcelona;Estados Unidos;Diciembre;656
Barcelona;Resto de América;Enero;1.301
Barcelona;Resto de América;Febrero;936
Barcelona;Resto de América;Marzo;1.128
Barcelona;Resto de América;Abril;1.276
Barcelona;Resto de América;Mayo;1.511
Barcelona;Resto de América;Junio;2.096
Barcelona;Resto de América;Julio;2.209
